Voltage U1	Corriente IA
U1/V	IA/nA

42,44	7,87
42,46	7,88
42,49	7,91
42,51	7,93
42,53	7,94
42,56	7,96
42,58	7,98
42,61	8,00
42,63	8,00
42,66	8,02
42,68	8,04
42,71	8,05
42,73	8,06
42,75	8,09
42,78	8,11
42,80	8,13
42,83	8,13
42,85	8,15
42,88	8,18
42,90	8,19
42,93	8,19
42,95	8,21
42,97	8,23
43,00	8,25
43,02	8,25
43,05	8,27
43,07	8,30
43,10	8,31
43,12	8,31
43,15	8,33
43,17	8,35
43,19	8,37
43,22	8,38
43,24	8,39
43,27	8,42
43,29	8,43
43,32	8,43
43,34	8,45
43,36	8,48
43,39	8,49
43,41	8,48
43,44	8,50
43,46	8,53
43,49	8,54
43,51	8,55
43,54	8,56
43,56	8,58
43,58	8,61
43,61	8,60
43,63	8,62
43,66	8,65
43,68	8,66
43,71	8,66
43,73	8,68
43,76	8,71
43,78	8,72
43,80	8,72
43,83	8,74
43,85	8,76
43,88	8,77
43,90	8,78
43,93	8,80
43,95	8,82
43,98	8,84
44,00	8,84
44,02	8,86
44,05	8,88
44,07	8,89
44,10	8,89
44,12	8,91
44,15	8,92
44,17	8,93
44,20	8,94
44,22	8,96
44,24	8,98
44,27	8,98
44,29	8,99
44,32	9,01
44,34	9,02
44,37	9,03
44,39	9,03
44,41	9,05
44,44	9,07
44,46	9,07
44,49	9,08
44,51	9,10
44,54	9,11
44,56	9,11
44,59	9,12
44,61	9,14
44,63	9,15
44,66	9,15
44,68	9,17
44,71	9,19
44,73	9,20
44,76	9,20
44,78	9,21
44,81	9,24
44,83	9,25
44,85	9,24
44,88	9,26
44,90	9,28
44,93	9,29
44,95	9,29
44,98	9,30
45,00	9,32
45,03	9,33
45,05	9,32
45,07	9,33
45,10	9,35
45,12	9,36
45,15	9,37
45,17	9,38
45,20	9,41
45,22	9,41
45,25	9,41
45,27	9,43
45,29	9,45
45,32	9,45
45,34	9,44
45,37	9,45
45,39	9,47
45,42	9,47
45,44	9,48
45,47	9,49
45,49	9,51
45,51	9,52
45,54	9,51
45,56	9,52
45,59	9,54
45,61	9,55
45,64	9,55
45,66	9,56
45,68	9,58
45,71	9,59
45,73	9,59
45,76	9,60
45,78	9,62
45,81	9,62
45,83	9,63
45,86	9,63
45,88	9,65
45,90	9,66
45,93	9,66
45,95	9,68
45,98	9,69
46,00	9,69
46,03	9,70
46,05	9,71
46,08	9,72
46,10	9,72
46,12	9,73
46,15	9,74
46,17	9,76
46,20	9,75
46,22	9,77
46,25	9,78
46,27	9,79
46,30	9,79
46,32	9,80
46,34	9,81
46,37	9,82
46,39	9,82
46,42	9,84
46,44	9,86
46,47	9,86
46,49	9,86
46,52	9,86
46,54	9,88
46,56	9,88
46,59	9,88
46,61	9,90
46,64	9,91
46,66	9,92
46,69	9,92
46,71	9,93
46,73	9,95
46,76	9,96
46,78	9,95
46,81	9,96
46,83	9,98
46,86	9,98
46,88	9,98
46,91	10,00
46,93	10,01
46,95	10,02
46,98	10,01
47,00	10,03
47,03	10,04
47,05	10,04
47,08	10,03
47,10	10,04
47,13	10,06
47,15	10,06
47,17	10,06
47,20	10,07
47,22	10,09
47,25	10,09
47,27	10,08
47,30	10,08
47,32	10,10
47,35	10,10
47,37	10,10
47,39	10,11
47,42	10,13
47,44	10,13
47,47	10,13
47,49	10,13
47,52	10,15
47,54	10,15
47,57	10,15
47,59	10,16
47,61	10,17
47,64	10,18
47,66	10,18
47,69	10,19
47,71	10,20
47,74	10,20
47,76	10,20
47,78	10,21
47,81	10,22
47,83	10,22
47,86	10,23
47,88	10,24
47,91	10,25
47,93	10,25
47,96	10,26
47,98	10,27
48,00	10,27
48,03	10,27
48,05	10,27
48,08	10,28
48,10	10,29
48,13	10,28
48,15	10,29
48,18	10,30
48,20	10,30
48,22	10,30
48,25	10,30
48,27	10,31
48,30	10,30
48,32	10,30
48,35	10,31
48,37	10,32
48,40	10,32
48,42	10,31
48,44	10,31
48,47	10,32
48,49	10,31
48,52	10,29
48,54	10,30
48,57	10,30
48,59	10,29
48,62	10,28
48,64	10,28
48,66	10,29
48,69	10,27
48,71	10,26
48,74	10,26
48,76	10,25
48,79	10,24
48,81	10,22
48,84	10,21
48,86	10,21
48,88	10,19
48,91	10,17
48,93	10,16
48,96	10,15
48,98	10,12
49,01	10,09
49,03	10,08
49,05	10,08
49,08	10,05
49,10	10,02
49,13	10,00
49,15	9,98
49,18	9,96
49,20	9,93
49,23	9,90
49,25	9,88
49,27	9,84
49,30	9,81
49,32	9,79
49,35	9,77
49,37	9,73
49,40	9,69
49,42	9,66
49,45	9,64
49,47	9,60
49,49	9,57
49,52	9,54
49,54	9,51
49,57	9,48
49,59	9,44
49,62	9,42
49,64	9,38
49,67	9,34
49,69	9,30
49,71	9,26
49,74	9,22
49,76	9,18
49,79	9,14
49,81	9,11
49,84	9,07
49,86	9,02
49,89	8,99
49,91	8,95
49,93	8,91
49,96	8,86
49,98	8,82
50,01	8,79
50,03	8,75
50,06	8,70
50,08	8,67
50,10	8,63
50,13	8,58
50,15	8,53
50,18	8,49
50,20	8,46
50,23	8,41
50,25	8,36
50,28	8,33
50,30	8,30
50,32	8,25
50,35	8,20
50,37	8,17
50,40	8,14
50,42	8,09
50,45	8,03
50,47	8,00
50,50	7,97
50,52	7,92
50,54	7,87
50,57	7,84
50,59	7,81
50,62	7,75
50,64	7,70
50,67	7,67
50,69	7,63
50,72	7,58
50,74	7,53
50,76	7,50
50,79	7,48
50,81	7,43
50,84	7,38
50,86	7,35
50,89	7,30
50,91	7,26
50,94	7,20
50,96	7,16
50,98	7,13
51,01	7,08
51,03	7,03
51,06	7,00
51,08	6,96
51,11	6,92
51,13	6,87
51,15	6,83
51,18	6,80
51,20	6,74
51,23	6,70
51,25	6,67
51,28	6,63
51,30	6,58
51,33	6,54
51,35	6,51
51,37	6,47
51,40	6,42
51,42	6,38
51,45	6,35
51,47	6,31
51,50	6,27
51,52	6,22
51,55	6,19
51,57	6,15
51,59	6,10
51,62	6,08
51,64	6,04
51,67	5,99
51,69	5,95
51,72	5,91
51,74	5,88
51,77	5,84
51,79	5,79
51,81	5,77
51,84	5,74
51,86	5,69
51,89	5,64
51,91	5,61
51,94	5,58
51,96	5,54
51,99	5,50
52,01	5,47
52,03	5,44
52,06	5,40
52,08	5,36
52,11	5,33
52,13	5,30
52,16	5,25
52,18	5,21
52,20	5,20
52,23	5,17
52,25	5,13
52,28	5,10
52,30	5,07
52,33	5,06
52,35	5,01
52,38	4,97
52,40	4,96
52,42	4,93
52,45	4,90
52,47	4,86
52,50	4,85
52,52	4,83
52,55	4,80
52,57	4,77
52,60	4,76
52,62	4,74
52,64	4,71
52,67	4,69
52,69	4,68
52,72	4,67
52,74	4,65
52,77	4,63
52,79	4,62
52,82	4,61
52,84	4,59
52,86	4,56
52,89	4,56
52,91	4,55
52,94	4,53
52,96	4,52
52,99	4,52
53,01	4,52
53,04	4,51
53,06	4,50
53,08	4,50
53,11	4,50
53,13	4,49
53,16	4,48
53,18	4,49
53,21	4,49
53,23	4,49
53,26	4,49
53,28	4,51
53,30	4,51
53,33	4,50
53,35	4,51
53,38	4,51
53,40	4,52
53,43	4,53
53,45	4,53
53,47	4,55
53,50	4,56
53,52	4,56
53,55	4,58
53,57	4,60
53,60	4,59
53,62	4,60
53,65	4,62
53,67	4,64
53,69	4,65
53,72	4,66
53,74	4,68
53,77	4,70
53,79	4,71
53,82	4,72
53,84	4,74
53,87	4,77
53,89	4,78
53,91	4,79
53,94	4,79
53,96	4,81
53,99	4,83
54,01	4,85
54,04	4,86
54,06	4,88
54,09	4,89
54,11	4,92
54,13	4,93
54,16	4,95
54,18	4,98
54,21	5,00
54,23	5,01
54,26	5,04
54,28	5,05
54,31	5,07
54,33	5,08
54,35	5,11
54,38	5,13
54,40	5,15
54,43	5,16
54,45	5,19
54,48	5,22
54,50	5,23
54,52	5,25
54,55	5,28
54,57	5,30
54,60	5,33
54,62	5,37
54,65	5,38
54,67	5,40
54,70	5,44
54,72	5,46
54,74	5,48
54,77	5,49
54,79	5,52
54,82	5,55
54,84	5,57
54,87	5,59
54,89	5,63
54,92	5,66
54,94	5,69
54,96	5,72
54,99	5,75
55,01	5,78
55,04	5,80
55,06	5,83
55,09	5,87
55,11	5,90
55,14	5,94
55,16	5,98
55,18	6,01
55,21	6,04
55,23	6,07
55,26	6,11
55,28	6,14
55,31	6,17
55,33	6,21
55,36	6,25
55,38	6,29
55,40	6,32
55,43	6,35
55,45	6,41
55,48	6,44
55,50	6,46
55,53	6,50
55,55	6,54
55,57	6,58
55,60	6,61
55,62	6,64
55,65	6,69
55,67	6,73
55,70	6,76
55,72	6,79
55,75	6,84
55,77	6,88
55,79	6,89
55,82	6,93
55,84	6,99
55,87	7,03
55,89	7,06
55,92	7,09
55,94	7,14
55,97	7,18
55,99	7,20
56,01	7,23
56,04	7,28
56,06	7,32
56,09	7,35
56,11	7,39
56,14	7,44
56,16	7,49
56,19	7,51
56,21	7,54
56,23	7,59
56,26	7,63
56,28	7,66
56,31	7,70
56,33	7,75
56,36	7,79
56,38	7,81
56,41	7,85
56,43	7,90
56,45	7,95
56,48	7,97
56,50	8,00
56,53	8,05
56,55	8,09
56,58	8,12
56,60	8,16
56,62	8,21
56,65	8,24
56,67	8,27
56,70	8,31
56,72	8,35
56,75	8,39
56,77	8,42
56,80	8,46
56,82	8,50
56,84	8,54
56,87	8,57
56,89	8,62
56,92	8,66
56,94	8,69
56,97	8,72
56,99	8,77
57,02	8,81
57,04	8,85
57,06	8,89
57,09	8,93
57,11	8,97
57,14	9,01
57,16	9,04
57,19	9,09
57,21	9,13
57,24	9,15
57,26	9,19
57,28	9,24
57,31	9,28
57,33	9,31
57,36	9,35
57,38	9,41
57,41	9,45
57,43	9,47
57,46	9,51
57,48	9,55
57,50	9,60
57,53	9,63
57,55	9,67
57,58	9,72
57,60	9,76
57,63	9,78
57,65	9,82
57,68	9,87
57,70	9,91
57,72	9,93
57,75	9,97
57,77	10,02
57,80	10,06
57,82	10,09
57,85	10,13
57,87	10,18
57,89	10,23
57,92	10,25
57,94	10,28
57,97	10,33
57,99	10,37
58,02	10,40
58,04	10,43
58,07	10,48
58,09	10,53
58,11	10,55
58,14	10,58
58,16	10,63
58,19	10,67
58,21	10,70
58,24	10,74
58,26	10,78
58,29	10,83
58,31	10,86
58,33	10,90
58,36	10,94
58,38	10,97
58,41	11,00
58,43	11,03
58,46	11,08
58,48	11,12
58,51	11,14
58,53	11,18
58,55	11,23
58,58	11,26
58,60	11,29
58,63	11,33
58,65	11,37
58,68	11,41
58,70	11,44
58,73	11,48
58,75	11,52
58,77	11,55
58,80	11,59
58,82	11,63
58,85	11,67
58,87	11,70
58,90	11,73
58,92	11,76
58,94	11,80
58,97	11,83
58,99	11,87
59,02	11,91
59,04	11,95
59,07	11,98
59,09	12,01
59,12	12,05
59,14	12,09
59,16	12,11
59,19	12,15
59,21	12,19
59,24	12,23
59,26	12,25
59,29	12,29
59,31	12,33
59,34	12,37
59,36	12,39
59,38	12,42
59,41	12,47
59,43	12,50
59,46	12,53
59,48	12,56
59,51	12,61
59,53	12,64
59,56	12,66
59,58	12,69
59,60	12,73
59,63	12,77
59,65	12,78
59,68	12,82
59,70	12,87
59,73	12,90
59,75	12,93
59,78	12,96
59,80	13,01
59,82	13,04
59,85	13,06
59,87	13,08
59,90	13,13
59,92	13,16
59,95	13,17
59,97	13,21
59,99	13,25
60,02	13,28
60,04	13,30
60,07	13,34
60,09	13,38
60,12	13,41
60,14	13,43
60,17	13,47
60,19	13,51
60,21	13,55
60,24	13,57
60,26	13,60
60,29	13,64
60,31	13,66
60,34	13,69
60,36	13,72
60,39	13,75
60,41	13,77
60,43	13,80
60,46	13,83
60,48	13,87
60,51	13,89
60,53	13,93
60,56	13,96
60,58	13,99
60,61	14,01
60,63	14,04
60,65	14,08
60,68	14,11
60,70	14,13
60,73	14,15
60,75	14,19
60,78	14,22
60,80	14,24
60,83	14,26
60,85	14,30
60,87	14,32
60,90	14,34
60,92	14,38
60,95	14,41
60,97	14,45
61,00	14,46
61,02	14,48
61,05	14,53
61,07	14,55
61,09	14,56
61,12	14,59
61,14	14,63
61,17	14,66
61,19	14,67
61,22	14,70
61,24	14,75
61,26	14,77
61,29	14,79
61,31	14,82
61,34	14,85
61,36	14,88
61,39	14,89
61,41	14,92
61,44	14,97
61,46	14,99
61,48	15,01
61,51	15,03
61,53	15,07
61,56	15,10
61,58	15,10
61,61	15,13
61,63	15,18
61,66	15,20
61,68	15,22
61,70	15,25
61,73	15,28
61,75	15,31
61,78	15,33
61,80	15,35
61,83	15,38
61,85	15,40
61,88	15,41
61,90	15,44
61,92	15,47
61,95	15,49
61,97	15,51
62,00	15,53
62,02	15,57
62,05	15,59
62,07	15,60
62,10	15,62
62,12	15,66
62,14	15,68
62,17	15,69
62,19	15,72
62,22	15,75
62,24	15,77
62,27	15,78
62,29	15,81
62,31	15,82
62,34	15,84
62,36	15,86
62,39	15,89
62,41	15,92
62,44	15,93
62,46	15,95
62,49	15,98
62,51	16,00
62,53	16,02
62,56	16,03
62,58	16,07
62,61	16,09
62,63	16,10
62,66	16,13
62,68	16,16
62,71	16,18
62,73	16,19
62,75	16,21
62,78	16,24
62,80	16,25
62,83	16,27
62,85	16,30
62,88	16,33
62,90	16,35
62,93	16,36
62,95	16,38
62,97	16,42
63,00	16,44
63,02	16,44
63,05	16,46
63,07	16,50
63,10	16,51
63,12	16,53
63,15	16,55
63,17	16,59
63,19	16,60
63,22	16,61
63,24	16,64
63,27	16,67
63,29	16,68
63,32	16,69
63,34	16,71
63,36	16,75
63,39	16,76
63,41	16,77
63,44	16,80
63,46	16,83
63,49	16,84
63,51	16,84
63,54	16,86
63,56	16,89
63,58	16,91
63,61	16,91
63,63	16,94
63,66	16,96
63,68	16,98
63,71	16,99
63,73	17,01
63,76	17,04
63,78	17,05
63,80	17,06
63,83	17,09
63,85	17,12
63,88	17,13
63,90	17,14
63,93	17,16
63,95	17,18
63,98	17,20
64,00	17,21
64,02	17,23
64,05	17,26
64,07	17,27
64,10	17,29
64,12	17,31
64,15	17,33
64,17	17,34
64,20	17,36
64,22	17,38
64,24	17,39
64,27	17,40
64,29	17,42
64,32	17,44
64,34	17,46
64,37	17,46
64,39	17,48
64,41	17,50
64,44	17,51
64,46	17,52
64,49	17,53
64,51	17,56
64,54	17,58
64,56	17,58
64,59	17,61
64,61	17,63
64,63	17,65
64,66	17,65
64,68	17,66
64,71	17,69
64,73	17,69
64,76	17,69
64,78	17,71
64,81	17,74
64,83	17,75
64,85	17,75
64,88	17,77
64,90	17,79
64,93	17,80
64,95	17,80
64,98	17,82
65,00	17,84
65,03	17,85
65,05	17,86
65,07	17,88
65,10	17,90
65,12	17,91
65,15	17,91
65,17	17,92
65,20	17,93
65,22	17,93
65,25	17,92
65,27	17,94
65,29	17,96
65,32	17,96
65,34	17,96
65,37	17,98
65,39	17,99
65,42	17,99
65,44	17,98
65,47	17,98
65,49	17,99
65,51	17,98
65,54	17,98
65,56	17,99
65,59	17,99
65,61	17,98
65,64	17,97
65,66	17,97
65,68	17,97
65,71	17,94
65,73	17,93
65,76	17,93
65,78	17,92
65,81	17,91
65,83	17,90
65,86	17,89
65,88	17,89
65,90	17,86
65,93	17,85
65,95	17,83
65,98	17,82
66,00	17,79
66,03	17,77
66,05	17,76
66,08	17,74
66,10	17,71
66,12	17,69
66,15	17,67
66,17	17,64
66,20	17,61
66,22	17,58
66,25	17,57
66,27	17,54
66,30	17,50
66,32	17,48
66,34	17,46
66,37	17,42
66,39	17,39
66,42	17,36
66,44	17,34
66,47	17,30
66,49	17,26
66,52	17,24
66,54	17,22
66,56	17,18
66,59	17,14
66,61	17,12
66,64	17,09
66,66	17,05
66,69	17,00
66,71	16,98
66,73	16,96
66,76	16,92
66,78	16,88
66,81	16,86
66,83	16,83
66,86	16,79
66,88	16,75
66,91	16,72
66,93	16,70
66,95	16,66
66,98	16,62
67,00	16,59
67,03	16,57
67,05	16,52
67,08	16,48
67,10	16,45
67,13	16,42
67,15	16,38
67,17	16,33
67,20	16,30
67,22	16,28
67,25	16,23
67,27	16,19
67,30	16,16
67,32	16,13
67,35	16,09
67,37	16,05
67,39	16,01
67,42	15,99
67,44	15,94
67,47	15,90
67,49	15,87
67,52	15,84
67,54	15,79
67,57	15,75
67,59	15,72
67,61	15,69
67,64	15,64
67,66	15,60
67,69	15,57
67,71	15,53
67,74	15,49
67,76	15,45
67,78	15,42
67,81	15,38
67,83	15,33
67,86	15,28
67,88	15,24
67,91	15,19
67,93	15,15
67,96	15,10
67,98	15,07
68,00	15,02
68,03	14,97
68,05	14,93
68,08	14,90
68,10	14,84
68,13	14,79
68,15	14,74
68,18	14,71
68,20	14,66
68,22	14,60
68,25	14,56
68,27	14,52
68,30	14,46
68,32	14,41
68,35	14,37
68,37	14,33
68,40	14,27
68,42	14,22
68,44	14,18
68,47	14,15
68,49	14,09
68,52	14,05
68,54	14,01
68,57	13,98
68,59	13,92
68,62	13,86
68,64	13,82
68,66	13,78
68,69	13,73
68,71	13,68
68,74	13,64
68,76	13,61
68,79	13,56
68,81	13,51
68,83	13,48
68,86	13,44
68,88	13,39
68,91	13,34
68,93	13,31
68,96	13,28
68,98	13,23
69,01	13,18
69,03	13,15
69,05	13,11
69,08	13,07
69,10	13,02
69,13	12,98
69,15	12,95
69,18	12,90
69,20	12,86
69,23	12,84
69,25	12,80
69,27	12,77
69,30	12,72
69,32	12,69
69,35	12,67
69,37	12,62
69,40	12,59
69,42	12,56
69,45	12,53
69,47	12,49
69,49	12,46
69,52	12,44
69,54	12,41
69,57	12,38
69,59	12,35
69,62	12,33
69,64	12,30
69,67	12,27
69,69	12,25
69,71	12,24
69,74	12,22
69,76	12,18
69,79	12,17
69,81	12,16
69,84	12,12
69,86	12,10
69,89	12,08
69,91	12,08
69,93	12,05
69,96	12,03
69,98	12,03
70,01	12,02
70,03	12,00
70,06	11,97
70,08	11,97
70,10	11,97
70,13	11,95
70,15	11,93
70,18	11,94
70,20	11,94
70,23	11,91
70,25	11,90
70,28	11,90
70,30	11,90
70,32	11,88
70,35	11,86
70,37	11,87
70,40	11,86
70,42	11,85
70,45	11,84
70,47	11,84
70,50	11,85
70,52	11,83
70,54	11,82
70,57	11,82
70,59	11,82
70,62	11,81
70,64	11,80
70,67	11,81
70,69	11,81
70,72	11,79
70,74	11,78
70,76	11,79
70,79	11,79
70,81	11,78
70,84	11,76
70,86	11,77
70,89	11,78
70,91	11,77
70,94	11,76
70,96	11,77
70,98	11,77
71,01	11,76
71,03	11,75
71,06	11,75
71,08	11,75
71,11	11,74
71,13	11,74
71,15	11,75
71,18	11,75
71,20	11,75
71,23	11,75
71,25	11,76
71,28	11,76
71,30	11,75
71,33	11,76
71,35	11,78
71,37	11,78
71,40	11,78
71,42	11,79
71,45	11,79
71,47	11,80
71,50	11,80
71,52	11,81
71,55	11,82
71,57	11,82
71,59	11,83
71,62	11,85
71,64	11,87
71,67	11,87
71,69	11,88
71,72	11,91
71,74	11,93
71,77	11,93
71,79	11,94
71,81	11,97
71,84	11,99
71,86	12,00
71,89	12,01
71,91	12,04
71,94	12,07
71,96	12,07
71,99	12,09
72,01	12,11
72,03	12,14
72,06	12,16
72,08	12,17
72,11	12,22
72,13	12,24
72,16	12,25
72,18	12,28
72,20	12,30
72,23	12,34
72,25	12,34
72,28	12,36
72,30	12,40
72,33	12,43
72,35	12,45
72,38	12,47
72,40	12,51
72,42	12,55
72,45	12,56
72,47	12,57
72,50	12,62
72,52	12,65
72,55	12,66
72,57	12,69
72,60	12,72
72,62	12,76
72,64	12,78
72,67	12,80
72,69	12,85
72,72	12,87
72,74	12,89
72,77	12,91
72,79	12,95
72,82	12,99
72,84	13,00
72,86	13,04
72,89	13,07
72,91	13,10
72,94	13,13
72,96	13,15
72,99	13,18
73,01	13,21
73,04	13,23
73,06	13,27
73,08	13,31
73,11	13,34
73,13	13,36
73,16	13,40
73,18	13,44
73,21	13,47
73,23	13,49
73,25	13,52
73,28	13,56
73,30	13,59
73,33	13,62
73,35	13,66
73,38	13,70
73,40	13,73
73,43	13,76
73,45	13,80
73,47	13,83
73,50	13,86
73,52	13,89
73,55	13,94
73,57	13,98
73,60	14,00
73,62	14,04
73,65	14,09
73,67	14,13
73,69	14,15
73,72	14,19
73,74	14,23
73,77	14,27
73,79	14,30
73,82	14,33
73,84	14,39
73,87	14,43
73,89	14,45
73,91	14,49
73,94	14,54
73,96	14,58
73,99	14,60
74,01	14,64
74,04	14,70
74,06	14,74
74,09	14,77
74,11	14,81
74,13	14,86
74,16	14,90
74,18	14,93
74,21	14,97
74,23	15,02
74,26	15,07
74,28	15,10
74,31	15,14
74,33	15,19
74,35	15,24
74,38	15,27
74,40	15,30
74,43	15,36
74,45	15,40
74,48	15,43
74,50	15,47
74,52	15,53
74,55	15,58
74,57	15,61
74,60	15,65
74,62	15,71
74,65	15,75
74,67	15,78
74,70	15,82
74,72	15,88
74,74	15,93
74,77	15,96
74,79	16,01
74,82	16,06
74,84	16,10
74,87	16,14
74,89	16,19
74,92	16,24
74,94	16,29
74,96	16,32
74,99	16,37
75,01	16,43
75,04	16,46
75,06	16,51
75,09	16,56
75,11	16,61
75,14	16,65
75,16	16,69
75,18	16,74
75,21	16,79
75,23	16,83
75,26	16,88
75,28	16,93
75,31	16,99
75,33	17,03
75,36	17,07
75,38	17,12
75,40	17,17
75,43	17,20
75,45	17,24
75,48	17,30
75,50	17,35
75,53	17,39
75,55	17,43
75,57	17,50
75,60	17,55
75,62	17,58
75,65	17,63
75,67	17,69
75,70	17,75
75,72	17,79
75,75	17,84
75,77	17,90
75,79	17,95
75,82	17,98
75,84	18,03
75,87	18,09
75,89	18,14
75,92	18,17
75,94	18,22
75,97	18,29
75,99	18,34
76,01	18,37
76,04	18,42
76,06	18,49
76,09	18,55
76,11	18,58
76,14	18,62
76,16	18,69
76,19	18,73
76,21	18,76
76,23	18,81
76,26	18,87
76,28	18,92
76,31	18,95
76,33	19,00
76,36	19,06
76,38	19,10
76,41	19,14
76,43	19,19
76,45	19,26
76,48	19,31
76,50	19,35
76,53	19,40
76,55	19,46
76,58	19,50
76,60	19,54
76,62	19,59
76,65	19,64
76,67	19,69
76,70	19,73
76,72	19,78
76,75	19,84
76,77	19,88
76,80	19,93
76,82	19,99
76,84	20,03
76,87	20,08
76,89	20,12
76,92	20,18
76,94	20,23
76,97	20,28
76,99	20,32
77,02	20,37
77,04	20,42
77,06	20,46
77,09	20,50
77,11	20,56
77,14	20,61
77,16	20,65
77,19	20,70
77,21	20,77
77,24	20,82
77,26	20,86
77,28	20,90
77,31	20,97
77,33	21,01
77,36	21,04
77,38	21,09
77,41	21,15
77,43	21,20
77,46	21,24
77,48	21,28
77,50	21,35
77,53	21,40
77,55	21,44
77,58	21,48
77,60	21,55
77,63	21,59
77,65	21,63
77,68	21,68
77,70	21,74
77,72	21,80
77,75	21,82
77,77	21,88
77,80	21,93
77,82	21,97
77,85	22,01
77,87	22,05
77,89	22,12
77,92	22,17
77,94	22,20
77,97	22,26
77,99	22,31
78,02	22,37
78,04	22,40
78,07	22,44
78,09	22,50
78,11	22,54
78,14	22,58
78,16	22,63
78,19	22,69
78,21	22,73
78,24	22,77
78,26	22,82
78,29	22,88
78,31	22,93
78,33	22,96
78,36	23,01
78,38	23,07
78,41	23,12
78,43	23,16
78,46	23,21
78,48	23,27
78,51	23,30
78,53	23,34
78,55	23,39
78,58	23,43
78,60	23,47
78,63	23,51
78,65	23,57
78,68	23,62
78,70	23,66
78,73	23,70
78,75	23,76
78,77	23,80
78,80	23,84
78,82	23,88
78,85	23,93
78,87	23,98
78,90	24,01
78,92	24,05
78,94	24,11
78,97	24,15
78,99	24,19
79,02	24,24
79,04	24,29
79,07	24,34
79,09	24,37
79,12	24,42
79,14	24,48
79,16	24,53
79,19	24,56
79,21	24,60
79,24	24,66
79,26	24,71
79,29	24,73
79,31	24,78
79,34	24,84
79,36	24,89
79,38	24,92
79,41	24,96
79,43	25,02
79,46	25,06
79,48	25,09
79,51	25,14
79,53	25,20
79,56	25,24
79,58	25,28
79,60	25,33
79,63	25,39
79,65	25,43
79,68	25,46
79,70	25,51
79,73	25,57
79,75	25,61
79,78	25,63
79,80	25,68
79,82	25,73
79,85	25,77
79,87	25,80
79,90	25,85
79,92	25,90
79,95	25,95
79,97	25,98
79,99	26,02
80,02	26,07
80,04	26,11
80,07	26,14
80,09	26,20
80,12	26,25
80,14	26,29
80,17	26,32
80,19	26,37
80,21	26,42
80,24	26,44
80,26	26,48
80,29	26,52
80,31	26,56
80,34	26,61
80,36	26,64
80,39	26,69
80,41	26,73
80,43	26,76
80,46	26,80
80,48	26,85
80,51	26,88
80,53	26,92
80,56	26,96
80,58	27,00
80,61	27,04
80,63	27,07
80,65	27,12
80,68	27,17
80,70	27,21
80,73	27,24
80,75	27,27
80,78	27,32
80,80	27,36
80,83	27,38
80,85	27,43
80,87	27,48
80,90	27,52
80,92	27,55
80,95	27,58
80,97	27,64
81,00	27,67
81,02	27,70
81,04	27,72
81,07	27,76
81,09	27,81
81,12	27,85
81,14	27,88
81,17	27,92
81,19	27,95
81,22	27,99
81,24	28,03
81,26	28,06
81,29	28,11
81,31	28,14
81,34	28,17
81,36	28,20
81,39	28,24
81,41	28,28
81,44	28,31
81,46	28,34
81,48	28,39
81,51	28,42
81,53	28,46
81,56	28,49
81,58	28,53
81,61	28,58
81,63	28,60
81,66	28,63
81,68	28,67
81,70	28,70
81,73	28,75
81,75	28,77
81,78	28,79
81,80	28,84
81,83	28,88
81,85	28,91
81,88	28,93
81,90	28,97
81,92	29,01
81,95	29,03
81,97	29,05
82,00	29,09
82,02	29,12
82,05	29,14
82,07	29,17
82,10	29,20
82,12	29,24
82,14	29,25
82,17	29,27
82,19	29,29
82,22	29,32
82,24	29,34
82,27	29,35
82,29	29,38
82,31	29,41
82,34	29,42
82,36	29,44
82,39	29,47
82,41	29,48
82,44	29,49
82,46	29,50
82,49	29,52
82,51	29,54
82,53	29,54
82,56	29,55
82,58	29,57
82,61	29,58
82,63	29,58
82,66	29,59
82,68	29,61
82,71	29,62
82,73	29,61
82,75	29,64
82,78	29,65
82,80	29,65
82,83	29,64
82,85	29,65
82,88	29,66
82,90	29,65
82,93	29,64
82,95	29,65
82,97	29,66
83,00	29,65
83,02	29,65
83,05	29,65
83,07	29,67
83,10	29,66
83,12	29,65
83,15	29,66
83,17	29,66
83,19	29,65
83,22	29,64
83,24	29,65
83,27	29,66
83,29	29,65
83,32	29,64
83,34	29,64
83,36	29,64
83,39	29,63
83,41	29,61
83,44	29,62
83,46	29,63
83,49	29,62
83,51	29,61
83,54	29,61
83,56	29,62
83,58	29,61
83,61	29,59
83,63	29,59
83,66	29,59
83,68	29,57
83,71	29,56
83,73	29,57
83,76	29,57
83,78	29,55
83,80	29,54
83,83	29,54
83,85	29,54
83,88	29,53
83,90	29,52
83,93	29,52
83,95	29,51
83,98	29,51
84,00	29,50
84,02	29,50
84,05	29,50
84,07	29,48
84,10	29,46
84,12	29,46
84,15	29,45
84,17	29,43
84,20	29,42
84,22	29,41
84,24	29,40
84,27	29,38
84,29	29,37
84,32	29,37
84,34	29,35
84,37	29,32
84,39	29,31
84,41	29,31
84,44	29,29
84,46	29,25
84,49	29,24
84,51	29,23
84,54	29,20
84,56	29,16
84,59	29,14
84,61	29,13
84,63	29,09
84,66	29,05
84,68	29,04
84,71	29,03
84,73	28,99
84,76	28,96
84,78	28,94
84,81	28,93
84,83	28,89
84,85	28,84
84,88	28,83
84,90	28,80
84,93	28,76
84,95	28,73
84,98	28,71
85,00	28,69
85,03	28,65
85,05	28,61
