Voltage U1	Corriente IA
7,00	1,15
7,03	1,16
7,05	1,17
7,08	1,16
7,10	1,16
7,13	1,17
7,15	1,18
7,17	1,18
7,20	1,18
7,22	1,19
7,25	1,19
7,27	1,19
7,30	1,19
7,32	1,19
7,35	1,20
7,37	1,20
7,39	1,20
7,42	1,21
7,44	1,22
7,47	1,22
7,49	1,22
7,52	1,22
7,54	1,23
7,57	1,23
7,59	1,23
7,61	1,25
7,64	1,25
7,66	1,25
7,69	1,26
7,71	1,27
7,74	1,27
7,76	1,27
7,78	1,28
7,81	1,28
7,83	1,28
7,86	1,28
7,88	1,29
7,91	1,30
7,93	1,30
7,96	1,29
7,98	1,31
8,00	1,32
8,03	1,31
8,05	1,30
8,08	1,32
8,10	1,33
8,13	1,32
8,15	1,32
8,18	1,34
8,20	1,35
8,22	1,34
8,25	1,34
8,27	1,35
8,30	1,35
8,32	1,35
8,35	1,34
8,37	1,36
8,40	1,37
8,42	1,36
8,44	1,36
8,47	1,37
8,49	1,38
8,52	1,37
8,54	1,37
8,57	1,38
8,59	1,39
8,62	1,39
8,64	1,39
8,66	1,40
8,69	1,41
8,71	1,41
8,74	1,41
8,76	1,42
8,79	1,42
8,81	1,42
8,84	1,42
8,86	1,43
8,88	1,44
8,91	1,43
8,93	1,44
8,96	1,45
8,98	1,45
9,01	1,45
9,03	1,45
9,05	1,46
9,08	1,47
9,10	1,47
9,13	1,47
9,15	1,48
9,18	1,49
9,20	1,49
9,23	1,49
9,25	1,50
9,27	1,50
9,30	1,50
9,32	1,50
9,35	1,52
9,37	1,52
9,40	1,52
9,42	1,52
9,45	1,53
9,47	1,53
9,49	1,53
9,52	1,54
9,54	1,55
9,57	1,55
9,59	1,55
9,62	1,56
9,64	1,57
9,67	1,57
9,69	1,56
9,71	1,57
9,74	1,58
9,76	1,57
9,79	1,57
9,81	1,58
9,84	1,59
9,86	1,59
9,89	1,59
9,91	1,61
9,93	1,61
9,96	1,60
9,98	1,61
10,01	1,62
10,03	1,63
10,06	1,62
10,08	1,62
10,10	1,64
10,13	1,64
10,15	1,64
10,18	1,64
10,20	1,65
10,23	1,66
10,25	1,64
10,28	1,64
10,30	1,66
10,32	1,67
10,35	1,66
10,37	1,67
10,40	1,67
10,42	1,68
10,45	1,67
10,47	1,67
10,50	1,68
10,52	1,69
10,54	1,68
10,57	1,69
10,59	1,70
10,62	1,71
10,64	1,70
10,67	1,70
10,69	1,71
10,72	1,71
10,74	1,71
10,76	1,71
10,79	1,73
10,81	1,74
10,84	1,73
10,86	1,74
10,89	1,75
10,91	1,75
10,94	1,75
10,96	1,74
10,98	1,76
11,01	1,77
11,03	1,76
11,06	1,77
11,08	1,78
11,11	1,78
11,13	1,79
11,15	1,79
11,18	1,79
11,20	1,80
11,23	1,79
11,25	1,80
11,28	1,81
11,30	1,81
11,33	1,81
11,35	1,82
11,37	1,83
11,40	1,82
11,42	1,82
11,45	1,83
11,47	1,83
11,50	1,83
11,52	1,83
11,55	1,84
11,57	1,85
11,59	1,85
11,62	1,85
11,64	1,86
11,67	1,86
11,69	1,84
11,72	1,85
11,74	1,86
11,77	1,86
11,79	1,86
11,81	1,86
11,84	1,88
11,86	1,88
11,89	1,87
11,91	1,87
11,94	1,89
11,96	1,89
11,99	1,89
12,01	1,89
12,03	1,90
12,06	1,91
12,08	1,90
12,11	1,91
12,13	1,92
12,16	1,92
12,18	1,91
12,21	1,91
12,23	1,93
12,25	1,94
12,28	1,93
12,30	1,93
12,33	1,94
12,35	1,96
12,38	1,95
12,40	1,94
12,42	1,96
12,45	1,96
12,47	1,96
12,50	1,96
12,52	1,97
12,55	1,98
12,57	1,98
12,60	1,97
12,62	1,99
12,64	1,99
12,67	1,98
12,69	1,99
12,72	2,00
12,74	2,01
12,77	2,00
12,79	2,01
12,82	2,02
12,84	2,02
12,86	2,02
12,89	2,02
12,91	2,02
12,94	2,03
12,96	2,02
12,99	2,03
13,01	2,04
13,04	2,04
13,06	2,04
13,08	2,05
13,11	2,05
13,13	2,05
13,16	2,05
13,18	2,05
13,21	2,06
13,23	2,06
13,26	2,06
13,28	2,07
13,30	2,08
13,33	2,08
13,35	2,08
13,38	2,09
13,40	2,08
13,43	2,08
13,45	2,09
13,47	2,10
13,50	2,10
13,52	2,10
13,55	2,10
13,57	2,12
13,60	2,12
13,62	2,10
13,65	2,11
13,67	2,12
13,69	2,13
13,72	2,12
13,74	2,13
13,77	2,14
13,79	2,14
13,82	2,13
13,84	2,14
13,87	2,15
13,89	2,15
13,91	2,15
13,94	2,15
13,96	2,17
13,99	2,17
14,01	2,17
14,04	2,17
14,06	2,18
14,09	2,19
14,11	2,18
14,13	2,18
14,16	2,20
14,18	2,20
14,21	2,19
14,23	2,20
14,26	2,21
14,28	2,22
14,31	2,20
14,33	2,20
14,35	2,21
14,38	2,22
14,40	2,21
14,43	2,22
14,45	2,23
14,48	2,24
14,50	2,23
14,52	2,24
14,55	2,25
14,57	2,25
14,60	2,25
14,62	2,25
14,65	2,26
14,67	2,26
14,70	2,26
14,72	2,27
14,74	2,28
14,77	2,27
14,79	2,27
14,82	2,27
14,84	2,28
14,87	2,28
14,89	2,27
14,92	2,28
14,94	2,29
14,96	2,29
14,99	2,29
15,01	2,30
15,04	2,30
15,06	2,29
15,09	2,28
15,11	2,29
15,14	2,30
15,16	2,29
15,18	2,29
15,21	2,30
15,23	2,29
15,26	2,29
15,28	2,29
15,31	2,29
15,33	2,28
15,36	2,27
15,38	2,28
15,40	2,28
15,43	2,28
15,45	2,27
15,48	2,26
15,50	2,28
15,53	2,27
15,55	2,25
15,57	2,25
15,60	2,26
15,62	2,26
15,65	2,25
15,67	2,25
15,70	2,26
15,72	2,25
15,75	2,24
15,77	2,23
15,79	2,24
15,82	2,23
15,84	2,22
15,87	2,21
15,89	2,23
15,92	2,22
15,94	2,21
15,97	2,20
15,99	2,21
16,01	2,21
16,04	2,18
16,06	2,17
16,09	2,18
16,11	2,17
16,14	2,16
16,16	2,16
16,19	2,16
16,21	2,15
16,23	2,13
16,26	2,12
16,28	2,13
16,31	2,12
16,33	2,10
16,36	2,10
16,38	2,09
16,41	2,08
16,43	2,07
16,45	2,06
16,48	2,06
16,50	2,04
16,53	2,03
16,55	2,02
16,58	2,02
16,60	2,01
16,63	1,99
16,65	1,99
16,67	1,98
16,70	1,97
16,72	1,96
16,75	1,96
16,77	1,94
16,80	1,93
16,82	1,92
16,84	1,92
16,87	1,91
16,89	1,89
16,92	1,89
16,94	1,88
16,97	1,87
16,99	1,86
17,02	1,84
17,04	1,84
17,06	1,83
17,09	1,82
17,11	1,81
17,14	1,81
17,16	1,80
17,19	1,78
17,21	1,77
17,24	1,76
17,26	1,74
17,28	1,72
17,31	1,72
17,33	1,71
17,36	1,70
17,38	1,68
17,41	1,67
17,43	1,67
17,46	1,66
17,48	1,63
17,50	1,62
17,53	1,62
17,55	1,61
17,58	1,59
17,60	1,58
17,63	1,58
17,65	1,57
17,68	1,54
17,70	1,53
17,72	1,53
17,75	1,52
17,77	1,49
17,80	1,48
17,82	1,49
17,85	1,47
17,87	1,45
17,89	1,45
17,92	1,44
17,94	1,44
17,97	1,41
17,99	1,39
18,02	1,39
18,04	1,38
18,07	1,36
18,09	1,36
18,11	1,36
18,14	1,34
18,16	1,32
18,19	1,31
18,21	1,31
18,24	1,30
18,26	1,28
18,29	1,28
18,31	1,27
18,33	1,27
18,36	1,25
18,38	1,25
18,41	1,24
18,43	1,23
18,46	1,22
18,48	1,21
18,51	1,20
18,53	1,19
18,55	1,18
18,58	1,18
18,60	1,17
18,63	1,16
18,65	1,16
18,68	1,15
18,70	1,14
18,73	1,13
18,75	1,12
18,77	1,12
18,80	1,11
18,82	1,10
18,85	1,09
18,87	1,09
18,90	1,08
18,92	1,07
18,94	1,06
18,97	1,07
18,99	1,05
19,02	1,04
19,04	1,05
19,07	1,05
19,09	1,04
19,12	1,03
19,14	1,03
19,16	1,03
19,19	1,02
19,21	1,00
19,24	1,01
19,26	1,02
19,29	1,01
19,31	1,00
19,34	1,00
19,36	1,02
19,38	1,01
19,41	1,00
19,43	1,00
19,46	1,01
19,48	1,01
19,51	1,00
19,53	1,01
19,56	1,03
19,58	1,03
19,60	1,02
19,63	1,03
19,65	1,05
19,68	1,05
19,70	1,03
19,73	1,05
19,75	1,07
19,78	1,06
19,80	1,06
19,82	1,08
19,85	1,09
19,87	1,10
19,90	1,10
19,92	1,11
19,95	1,13
19,97	1,13
19,99	1,14
20,02	1,15
20,04	1,17
20,07	1,17
20,09	1,18
20,12	1,20
20,14	1,21
20,17	1,21
20,19	1,22
20,21	1,23
20,24	1,25
20,26	1,26
20,29	1,27
20,31	1,29
20,34	1,31
20,36	1,31
20,39	1,32
20,41	1,34
20,43	1,35
20,46	1,35
20,48	1,37
20,51	1,39
20,53	1,41
20,56	1,41
20,58	1,43
20,61	1,45
20,63	1,46
20,65	1,47
20,68	1,48
20,70	1,50
20,73	1,52
20,75	1,52
20,78	1,54
20,80	1,57
20,83	1,58
20,85	1,59
20,87	1,60
20,90	1,63
20,92	1,63
20,95	1,64
20,97	1,66
21,00	1,69
21,02	1,70
21,05	1,71
21,07	1,72
21,09	1,76
21,12	1,76
21,14	1,77
21,17	1,79
21,19	1,81
21,22	1,82
21,24	1,82
21,26	1,84
21,29	1,88
21,31	1,88
21,34	1,89
21,36	1,91
21,39	1,94
21,41	1,95
21,44	1,95
21,46	1,98
21,48	2,01
21,51	2,02
21,53	2,03
21,56	2,05
21,58	2,07
21,61	2,08
21,63	2,09
21,66	2,11
21,68	2,13
21,70	2,14
21,73	2,15
21,75	2,17
21,78	2,20
21,80	2,21
21,83	2,22
21,85	2,24
21,88	2,26
21,90	2,27
21,92	2,28
21,95	2,30
21,97	2,33
22,00	2,33
22,02	2,35
22,05	2,37
22,07	2,39
22,10	2,40
22,12	2,42
22,14	2,44
22,17	2,45
22,19	2,47
22,22	2,48
22,24	2,51
22,27	2,53
22,29	2,53
22,31	2,56
22,34	2,58
22,36	2,59
22,39	2,60
22,41	2,62
22,44	2,64
22,46	2,66
22,49	2,66
22,51	2,69
22,53	2,71
22,56	2,72
22,58	2,73
22,61	2,75
22,63	2,77
22,66	2,78
22,68	2,79
22,71	2,81
22,73	2,83
22,75	2,84
22,78	2,85
22,80	2,87
22,83	2,89
22,85	2,89
22,88	2,90
22,90	2,92
22,93	2,94
22,95	2,95
22,97	2,96
23,00	2,98
23,02	3,01
23,05	3,01
23,07	3,01
23,10	3,04
23,12	3,06
23,15	3,07
23,17	3,08
23,19	3,10
23,22	3,12
23,24	3,13
23,27	3,13
23,29	3,15
23,32	3,17
23,34	3,18
23,36	3,18
23,39	3,21
23,41	3,23
23,44	3,24
23,46	3,25
23,49	3,27
23,51	3,29
23,54	3,30
23,56	3,30
23,58	3,32
23,61	3,34
23,63	3,35
23,66	3,35
23,68	3,37
23,71	3,39
23,73	3,40
23,76	3,41
23,78	3,43
23,80	3,44
23,83	3,44
23,85	3,45
23,88	3,48
23,90	3,49
23,93	3,50
23,95	3,51
23,98	3,53
24,00	3,54
24,02	3,55
24,05	3,56
24,07	3,57
24,10	3,58
24,12	3,60
24,15	3,60
24,17	3,62
24,20	3,63
24,22	3,64
24,24	3,66
24,27	3,68
24,29	3,68
24,32	3,69
24,34	3,70
24,37	3,72
24,39	3,73
24,42	3,74
24,44	3,76
24,46	3,77
24,49	3,78
24,51	3,78
24,54	3,80
24,56	3,81
24,59	3,82
24,61	3,83
24,63	3,86
24,66	3,87
24,68	3,88
24,71	3,88
24,73	3,90
24,76	3,91
24,78	3,91
24,81	3,90
24,83	3,93
24,85	3,94
24,88	3,94
24,90	3,95
24,93	3,97
24,95	4,00
24,98	4,00
25,00	4,00
25,03	4,02
25,05	4,03
25,07	4,03
25,10	4,04
25,12	4,06
25,15	4,07
25,17	4,07
25,20	4,08
25,22	4,10
25,25	4,11
25,27	4,11
25,29	4,11
25,32	4,12
25,34	4,14
25,37	4,14
25,39	4,15
25,42	4,16
25,44	4,18
25,47	4,19
25,49	4,19
25,51	4,20
25,54	4,21
25,56	4,21
25,59	4,22
25,61	4,23
25,64	4,24
25,66	4,25
25,68	4,25
25,71	4,27
25,73	4,28
25,76	4,28
25,78	4,29
25,81	4,31
25,83	4,32
25,86	4,33
25,88	4,34
25,90	4,36
25,93	4,37
25,95	4,37
25,98	4,38
26,00	4,39
26,03	4,39
26,05	4,40
26,08	4,41
26,10	4,42
26,12	4,43
26,15	4,43
26,17	4,45
26,20	4,47
26,22	4,46
26,25	4,46
26,27	4,48
26,30	4,49
26,32	4,49
26,34	4,50
26,37	4,52
26,39	4,53
26,42	4,52
26,44	4,53
26,47	4,54
26,49	4,55
26,52	4,54
26,54	4,55
26,56	4,57
26,59	4,58
26,61	4,58
26,64	4,58
26,66	4,60
26,69	4,61
26,71	4,61
26,73	4,60
26,76	4,62
26,78	4,63
26,81	4,65
26,83	4,66
26,86	4,65
26,88	4,67
26,91	4,67
26,93	4,68
26,95	4,68
26,98	4,69
27,00	4,70
27,03	4,70
27,05	4,71
27,08	4,72
27,10	4,73
27,13	4,74
27,15	4,74
27,17	4,75
27,20	4,76
27,22	4,75
27,25	4,76
27,27	4,77
27,30	4,78
27,32	4,78
27,35	4,79
27,37	4,79
27,39	4,81
27,42	4,80
27,44	4,81
27,47	4,80
27,49	4,81
27,52	4,82
27,54	4,83
27,57	4,83
27,59	4,84
27,61	4,85
27,64	4,85
27,66	4,85
27,69	4,86
27,71	4,87
27,74	4,87
27,76	4,87
27,78	4,88
27,81	4,90
27,83	4,90
27,86	4,89
27,88	4,90
27,91	4,91
27,93	4,90
27,96	4,91
27,98	4,92
28,00	4,93
28,03	4,93
28,05	4,93
28,08	4,94
28,10	4,95
28,13	4,94
28,15	4,95
28,18	4,96
28,20	4,97
28,22	4,96
28,25	4,96
28,27	4,98
28,30	4,98
28,32	4,98
28,35	4,98
28,37	4,99
28,40	5,00
28,42	4,99
28,44	5,00
28,47	5,02
28,49	5,02
28,52	5,02
28,54	5,02
28,57	5,03
28,59	5,05
28,62	5,04
28,64	5,04
28,66	5,05
28,69	5,06
28,71	5,06
28,74	5,06
28,76	5,08
28,79	5,09
28,81	5,08
28,84	5,08
28,86	5,10
28,88	5,10
28,91	5,10
28,93	5,10
28,96	5,12
28,98	5,13
29,01	5,13
29,03	5,13
29,05	5,14
29,08	5,15
29,10	5,14
29,13	5,14
29,15	5,14
29,18	5,15
29,20	5,15
29,23	5,16
29,25	5,17
29,27	5,17
29,30	5,17
29,32	5,18
29,35	5,19
29,37	5,19
29,40	5,18
29,42	5,19
29,45	5,20
29,47	5,20
29,49	5,20
29,52	5,21
29,54	5,21
29,57	5,22
29,59	5,21
29,62	5,23
29,64	5,23
29,67	5,22
29,69	5,23
29,71	5,24
29,74	5,25
29,76	5,25
29,79	5,25
29,81	5,27
29,84	5,27
29,86	5,25
29,89	5,26
29,91	5,27
29,93	5,27
29,96	5,27
29,98	5,27
30,01	5,29
30,03	5,29
30,06	5,28
30,08	5,29
30,10	5,30
30,13	5,30
30,15	5,30
30,18	5,30
30,20	5,32
30,23	5,33
30,25	5,32
30,28	5,32
30,30	5,33
30,32	5,33
30,35	5,32
30,37	5,32
30,40	5,34
30,42	5,34
30,45	5,33
30,47	5,33
30,50	5,35
30,52	5,36
30,54	5,35
30,57	5,35
30,59	5,36
30,62	5,36
30,64	5,36
30,67	5,36
30,69	5,37
30,72	5,38
30,74	5,37
30,76	5,37
30,79	5,39
30,81	5,39
30,84	5,38
30,86	5,38
30,89	5,39
30,91	5,40
30,94	5,40
30,96	5,40
30,98	5,41
31,01	5,41
31,03	5,41
31,06	5,41
31,08	5,42
31,11	5,42
31,13	5,41
31,15	5,42
31,18	5,43
31,20	5,43
31,23	5,43
31,25	5,43
31,28	5,44
31,30	5,44
31,33	5,43
31,35	5,44
31,37	5,45
31,40	5,45
31,42	5,46
31,45	5,46
31,47	5,46
31,50	5,46
31,52	5,45
31,55	5,46
31,57	5,46
31,59	5,45
31,62	5,46
31,64	5,46
31,67	5,46
31,69	5,45
31,72	5,45
31,74	5,46
31,77	5,46
31,79	5,44
31,81	5,44
31,84	5,44
31,86	5,44
31,89	5,43
31,91	5,42
31,94	5,43
31,96	5,42
31,99	5,41
32,01	5,40
32,03	5,40
32,06	5,39
32,08	5,36
32,11	5,35
32,13	5,36
32,16	5,35
32,18	5,33
32,20	5,32
32,23	5,32
32,25	5,30
32,28	5,27
32,30	5,25
32,33	5,25
32,35	5,23
32,38	5,20
32,40	5,19
32,42	5,18
32,45	5,17
32,47	5,14
32,50	5,12
32,52	5,11
32,55	5,08
32,57	5,05
32,60	5,03
32,62	5,02
32,64	5,01
32,67	4,97
32,69	4,95
32,72	4,93
32,74	4,90
32,77	4,87
32,79	4,84
32,82	4,83
32,84	4,80
32,86	4,77
32,89	4,75
32,91	4,73
32,94	4,70
32,96	4,67
32,99	4,65
33,01	4,62
33,04	4,59
33,06	4,56
33,08	4,53
33,11	4,51
33,13	4,47
33,16	4,44
33,18	4,42
33,21	4,39
33,23	4,35
33,26	4,32
33,28	4,30
33,30	4,27
33,33	4,23
33,35	4,21
33,38	4,18
33,40	4,15
33,43	4,11
33,45	4,08
33,47	4,05
33,50	4,01
33,52	3,97
33,55	3,95
33,57	3,92
33,60	3,89
33,62	3,85
33,65	3,82
33,67	3,81
33,69	3,77
33,72	3,73
33,74	3,70
33,77	3,68
33,79	3,65
33,82	3,61
33,84	3,57
33,87	3,55
33,89	3,52
33,91	3,48
33,94	3,45
33,96	3,43
33,99	3,40
34,01	3,35
34,04	3,32
34,06	3,31
34,09	3,28
34,11	3,24
34,13	3,21
34,16	3,19
34,18	3,16
34,21	3,12
34,23	3,08
34,26	3,06
34,28	3,03
34,31	2,99
34,33	2,97
34,35	2,95
34,38	2,92
34,40	2,88
34,43	2,85
34,45	2,84
34,48	2,80
34,50	2,77
34,52	2,75
34,55	2,73
34,57	2,71
34,60	2,67
34,62	2,64
34,65	2,62
34,67	2,59
34,70	2,56
34,72	2,53
34,74	2,51
34,77	2,49
34,79	2,46
34,82	2,44
34,84	2,42
34,87	2,39
34,89	2,37
34,92	2,35
34,94	2,32
34,96	2,29
34,99	2,26
35,01	2,25
35,04	2,23
35,06	2,20
35,09	2,18
35,11	2,16
35,14	2,13
35,16	2,11
35,18	2,08
35,21	2,07
35,23	2,04
35,26	2,01
35,28	2,00
35,31	1,99
35,33	1,97
35,36	1,94
35,38	1,92
35,40	1,91
35,43	1,89
35,45	1,85
35,48	1,83
35,50	1,82
35,53	1,81
35,55	1,78
35,57	1,77
35,60	1,76
35,62	1,75
35,65	1,72
35,67	1,71
35,70	1,70
35,72	1,69
35,75	1,66
35,77	1,65
35,79	1,66
35,82	1,64
35,84	1,62
35,87	1,61
35,89	1,62
35,92	1,60
35,94	1,58
35,97	1,58
35,99	1,59
36,01	1,59
36,04	1,58
36,06	1,58
36,09	1,58
36,11	1,59
36,14	1,57
36,16	1,57
36,19	1,59
36,21	1,58
36,23	1,58
36,26	1,59
36,28	1,60
36,31	1,61
36,33	1,61
36,36	1,62
36,38	1,63
36,41	1,63
36,43	1,64
36,45	1,65
36,48	1,67
36,50	1,69
36,53	1,69
36,55	1,71
36,58	1,73
36,60	1,74
36,62	1,75
36,65	1,76
36,67	1,77
36,70	1,79
36,72	1,80
36,75	1,83
36,77	1,84
36,80	1,85
36,82	1,88
36,84	1,91
36,87	1,92
36,89	1,94
36,92	1,95
36,94	1,98
36,97	2,01
36,99	2,02
37,02	2,05
37,04	2,08
37,06	2,10
37,09	2,11
37,11	2,14
37,14	2,17
37,16	2,19
37,19	2,20
37,21	2,24
37,24	2,27
37,26	2,30
37,28	2,31
37,31	2,34
37,33	2,38
37,36	2,40
37,38	2,41
37,41	2,44
37,43	2,48
37,46	2,50
37,48	2,52
37,50	2,55
37,53	2,59
37,55	2,62
37,58	2,63
37,60	2,66
37,63	2,70
37,65	2,73
37,68	2,74
37,70	2,77
37,72	2,82
37,75	2,85
37,77	2,87
37,80	2,90
37,82	2,94
37,85	2,96
37,87	2,97
37,89	3,00
37,92	3,05
37,94	3,07
37,97	3,10
37,99	3,13
38,02	3,17
38,04	3,20
38,07	3,22
38,09	3,25
38,11	3,29
38,14	3,31
38,16	3,33
38,19	3,37
38,21	3,41
38,24	3,43
38,26	3,46
38,29	3,49
38,31	3,53
38,33	3,55
38,36	3,58
38,38	3,61
38,41	3,64
38,43	3,68
38,46	3,71
38,48	3,75
38,51	3,78
38,53	3,80
38,55	3,83
38,58	3,87
38,60	3,89
38,63	3,92
38,65	3,95
38,68	3,99
38,70	4,02
38,73	4,05
38,75	4,08
38,77	4,12
38,80	4,15
38,82	4,17
38,85	4,20
38,87	4,24
38,90	4,28
38,92	4,30
38,94	4,34
38,97	4,38
38,99	4,41
39,02	4,44
39,04	4,47
39,07	4,51
39,09	4,53
39,12	4,55
39,14	4,59
39,16	4,63
39,19	4,65
39,21	4,68
39,24	4,71
39,26	4,76
39,29	4,78
39,31	4,80
39,34	4,83
39,36	4,87
39,38	4,90
39,41	4,92
39,43	4,96
39,46	5,00
39,48	5,02
39,51	5,04
39,53	5,08
39,56	5,11
39,58	5,14
39,60	5,15
39,63	5,19
39,65	5,23
39,68	5,25
39,70	5,27
39,73	5,31
39,75	5,34
39,78	5,37
39,80	5,39
39,82	5,42
39,85	5,46
39,87	5,48
39,90	5,50
39,92	5,53
39,95	5,56
39,97	5,59
39,99	5,61
40,02	5,63
40,04	5,67
40,07	5,69
40,09	5,71
40,12	5,74
40,14	5,78
40,17	5,80
40,19	5,83
40,21	5,86
40,24	5,89
40,26	5,91
40,29	5,93
40,31	5,95
40,34	5,98
40,36	6,01
40,39	6,03
40,41	6,06
40,43	6,09
40,46	6,10
40,48	6,13
40,51	6,16
40,53	6,18
40,56	6,20
40,58	6,22
40,61	6,26
40,63	6,28
40,65	6,30
40,68	6,33
40,70	6,36
40,73	6,38
40,75	6,40
40,78	6,42
40,80	6,45
40,83	6,47
40,85	6,49
40,87	6,52
40,90	6,56
40,92	6,58
40,95	6,59
40,97	6,62
41,00	6,65
41,02	6,66
41,05	6,67
41,07	6,70
41,09	6,73
41,12	6,75
41,14	6,77
41,17	6,79
41,19	6,83
41,22	6,85
41,24	6,86
41,26	6,88
41,29	6,91
41,31	6,93
41,34	6,95
41,36	6,98
41,39	7,01
41,41	7,02
41,44	7,03
41,46	7,06
41,48	7,09
41,51	7,10
41,53	7,11
41,56	7,14
41,58	7,18
41,61	7,19
41,63	7,21
41,66	7,24
41,68	7,26
41,70	7,28
41,73	7,30
41,75	7,31
41,78	7,34
41,80	7,36
41,83	7,37
41,85	7,41
41,88	7,43
41,90	7,45
41,92	7,46
41,95	7,49
41,97	7,51
42,00	7,52
42,02	7,54
42,05	7,57
42,07	7,59
42,10	7,61
42,12	7,63
42,14	7,65
42,17	7,67
42,19	7,68
42,22	7,70
42,24	7,72
42,27	7,73
42,29	7,74
42,31	7,76
42,34	7,79
42,36	7,81
42,39	7,82
42,41	7,85
42,44	7,87
42,46	7,88
42,49	7,89
42,51	7,91
42,53	7,94
42,56	7,95
42,58	7,96
42,61	7,99
