Voltage U1	Corriente IA
42,63	7,98
42,66	7,99
42,68	8,02
42,71	8,04
42,73	8,04
42,75	8,06
42,78	8,08
42,80	8,11
42,83	8,11
42,85	8,13
42,88	8,16
42,90	8,16
42,93	8,18
42,95	8,20
42,97	8,21
43,00	8,22
43,02	8,23
43,05	8,25
43,07	8,27
43,10	8,28
43,12	8,30
43,15	8,32
43,17	8,33
43,19	8,34
43,22	8,35
43,24	8,38
43,27	8,39
43,29	8,40
43,32	8,43
43,34	8,45
43,36	8,46
43,39	8,47
43,41	8,48
43,44	8,50
43,46	8,51
43,49	8,52
43,51	8,54
43,54	8,56
43,56	8,58
43,58	8,59
43,61	8,60
43,63	8,63
43,66	8,65
43,68	8,65
43,71	8,66
43,73	8,68
43,76	8,70
43,78	8,70
43,80	8,71
43,83	8,74
43,85	8,76
43,88	8,76
43,90	8,77
43,93	8,79
43,95	8,81
43,98	8,80
44,00	8,81
44,02	8,85
44,05	8,86
44,07	8,86
44,10	8,88
44,12	8,90
44,15	8,90
44,17	8,90
44,20	8,91
44,22	8,94
44,24	8,94
44,27	8,94
44,29	8,96
44,32	8,97
44,34	8,99
44,37	8,99
44,39	9,00
44,41	9,02
44,44	9,02
44,46	9,03
44,49	9,05
44,51	9,06
44,54	9,07
44,56	9,07
44,59	9,09
44,61	9,11
44,63	9,11
44,66	9,12
44,68	9,13
44,71	9,14
44,73	9,15
44,76	9,16
44,78	9,18
44,81	9,19
44,83	9,20
44,85	9,21
44,88	9,23
44,90	9,23
44,93	9,24
44,95	9,25
44,98	9,27
45,00	9,28
45,03	9,29
45,05	9,30
45,07	9,32
45,10	9,33
45,12	9,33
45,15	9,34
45,17	9,36
45,20	9,37
45,22	9,37
45,25	9,39
45,27	9,41
45,29	9,41
45,32	9,42
45,34	9,43
45,37	9,45
45,39	9,45
45,42	9,44
45,44	9,45
45,47	9,47
45,49	9,48
45,51	9,48
45,54	9,49
45,56	9,51
45,59	9,52
45,61	9,51
45,64	9,53
45,66	9,54
45,68	9,55
45,71	9,55
45,73	9,56
45,76	9,58
45,78	9,58
45,81	9,58
45,83	9,59
45,86	9,61
45,88	9,62
45,90	9,61
45,93	9,62
45,95	9,65
45,98	9,65
46,00	9,65
46,03	9,67
46,05	9,68
46,08	9,69
46,10	9,69
46,12	9,69
46,15	9,71
46,17	9,71
46,20	9,71
46,22	9,73
46,25	9,74
46,27	9,75
46,30	9,75
46,32	9,76
46,34	9,78
46,37	9,77
46,39	9,78
46,42	9,79
46,44	9,81
46,47	9,82
46,49	9,82
46,52	9,83
46,54	9,85
46,56	9,84
46,59	9,85
46,61	9,85
46,64	9,87
46,66	9,87
46,69	9,87
46,71	9,89
46,73	9,90
46,76	9,90
46,78	9,92
46,81	9,93
46,83	9,93
46,86	9,94
46,88	9,94
46,91	9,96
46,93	9,96
46,95	9,96
46,98	9,97
47,00	9,99
47,03	9,99
47,05	9,99
47,08	10,00
47,10	10,02
47,13	10,02
47,15	10,02
47,17	10,03
47,20	10,04
47,22	10,05
47,25	10,05
47,27	10,06
47,30	10,07
47,32	10,07
47,35	10,05
47,37	10,07
47,39	10,08
47,42	10,09
47,44	10,09
47,47	10,10
47,49	10,12
47,52	10,12
47,54	10,11
47,57	10,12
47,59	10,14
47,61	10,14
47,64	10,14
47,66	10,15
47,69	10,17
47,71	10,17
47,74	10,17
47,76	10,18
47,78	10,19
47,81	10,19
47,83	10,18
47,86	10,20
47,88	10,21
47,91	10,21
47,93	10,21
47,96	10,23
47,98	10,24
48,00	10,24
48,03	10,24
48,05	10,24
48,08	10,25
48,10	10,25
48,13	10,25
48,15	10,26
48,18	10,27
48,20	10,27
48,22	10,26
48,25	10,27
48,27	10,28
48,30	10,27
48,32	10,27
48,35	10,27
48,37	10,27
48,40	10,28
48,42	10,28
48,44	10,28
48,47	10,28
48,49	10,27
48,52	10,27
48,54	10,27
48,57	10,26
48,59	10,25
48,62	10,24
48,64	10,25
48,66	10,25
48,69	10,23
48,71	10,23
48,74	10,23
48,76	10,22
48,79	10,20
48,81	10,19
48,84	10,19
48,86	10,18
48,88	10,16
48,91	10,15
48,93	10,14
48,96	10,12
48,98	10,09
49,01	10,07
49,03	10,06
49,05	10,03
49,08	10,00
49,10	9,99
49,13	9,97
49,15	9,94
49,18	9,92
49,20	9,90
49,23	9,89
49,25	9,85
49,27	9,81
49,30	9,79
49,32	9,76
49,35	9,73
49,37	9,69
49,40	9,66
49,42	9,64
49,45	9,59
49,47	9,55
49,49	9,53
49,52	9,50
49,54	9,46
49,57	9,42
49,59	9,39
49,62	9,36
49,64	9,32
49,67	9,28
49,69	9,25
49,71	9,21
49,74	9,17
49,76	9,13
49,79	9,08
49,81	9,05
49,84	9,01
49,86	8,97
49,89	8,94
49,91	8,90
49,93	8,86
49,96	8,81
49,98	8,78
50,01	8,74
50,03	8,69
50,06	8,65
50,08	8,62
50,10	8,58
50,13	8,53
50,15	8,49
50,18	8,45
50,20	8,41
50,23	8,36
50,25	8,32
50,28	8,28
50,30	8,25
50,32	8,21
50,35	8,17
50,37	8,14
50,40	8,09
50,42	8,04
50,45	8,01
50,47	7,97
50,50	7,92
50,52	7,87
50,54	7,83
50,57	7,80
50,59	7,75
50,62	7,70
50,64	7,67
50,67	7,64
50,69	7,59
50,72	7,54
50,74	7,50
50,76	7,47
50,79	7,42
50,81	7,37
50,84	7,35
50,86	7,31
50,89	7,25
50,91	7,21
50,94	7,17
50,96	7,13
50,98	7,07
51,01	7,02
51,03	7,00
51,06	6,96
51,08	6,91
51,11	6,87
51,13	6,83
51,15	6,80
51,18	6,75
51,20	6,70
51,23	6,67
51,25	6,63
51,28	6,58
51,30	6,54
51,33	6,51
51,35	6,47
51,37	6,42
51,40	6,37
51,42	6,34
51,45	6,30
51,47	6,25
51,50	6,21
51,52	6,18
51,55	6,15
51,57	6,10
51,59	6,06
51,62	6,03
51,64	5,99
51,67	5,94
51,69	5,89
51,72	5,86
51,74	5,82
51,77	5,78
51,79	5,74
51,81	5,71
51,84	5,67
51,86	5,63
51,89	5,59
51,91	5,56
51,94	5,53
51,96	5,48
51,99	5,45
52,01	5,42
52,03	5,38
52,06	5,34
52,08	5,31
52,11	5,28
52,13	5,25
52,16	5,21
52,18	5,18
52,20	5,15
52,23	5,11
52,25	5,08
52,28	5,05
52,30	5,03
52,33	5,00
52,35	4,96
52,38	4,94
52,40	4,92
52,42	4,88
52,45	4,85
52,47	4,83
52,50	4,81
52,52	4,78
52,55	4,75
52,57	4,74
52,60	4,73
52,62	4,69
52,64	4,67
52,67	4,65
52,69	4,64
52,72	4,62
52,74	4,60
52,77	4,60
52,79	4,59
52,82	4,56
52,84	4,54
52,86	4,54
52,89	4,53
52,91	4,50
52,94	4,49
52,96	4,49
52,99	4,48
53,01	4,47
53,04	4,46
53,06	4,47
53,08	4,47
53,11	4,46
53,13	4,45
53,16	4,46
53,18	4,46
53,21	4,45
53,23	4,45
53,26	4,46
53,28	4,47
53,30	4,46
53,33	4,47
53,35	4,48
53,38	4,49
53,40	4,49
53,43	4,48
53,45	4,50
53,47	4,52
53,50	4,52
53,52	4,53
53,55	4,55
53,57	4,57
53,60	4,57
53,62	4,58
53,65	4,60
53,67	4,61
53,69	4,62
53,72	4,63
53,74	4,66
53,77	4,67
53,79	4,68
53,82	4,69
53,84	4,72
53,87	4,73
53,89	4,74
53,91	4,76
53,94	4,77
53,96	4,80
53,99	4,82
54,01	4,83
54,04	4,84
54,06	4,87
54,09	4,89
54,11	4,90
54,13	4,91
54,16	4,94
54,18	4,96
54,21	4,97
54,23	4,99
54,26	5,02
54,28	5,04
54,31	5,06
54,33	5,07
54,35	5,10
54,38	5,12
54,40	5,13
54,43	5,15
54,45	5,18
54,48	5,20
54,50	5,22
54,52	5,24
54,55	5,27
54,57	5,29
54,60	5,32
54,62	5,33
54,65	5,35
54,67	5,40
54,70	5,42
54,72	5,44
54,74	5,45
54,77	5,49
54,79	5,52
54,82	5,53
54,84	5,55
54,87	5,59
54,89	5,62
54,92	5,64
54,94	5,66
54,96	5,71
54,99	5,75
55,01	5,76
55,04	5,79
55,06	5,83
55,09	5,86
55,11	5,88
55,14	5,91
55,16	5,96
55,18	6,00
55,21	6,02
55,23	6,05
55,26	6,09
55,28	6,13
55,31	6,15
55,33	6,18
55,36	6,23
55,38	6,27
55,40	6,30
55,43	6,34
55,45	6,38
55,48	6,41
55,50	6,45
55,53	6,49
55,55	6,52
55,57	6,56
55,60	6,59
55,62	6,63
55,65	6,67
55,67	6,70
55,70	6,73
55,72	6,78
55,75	6,82
55,77	6,85
55,79	6,88
55,82	6,93
55,84	6,96
55,87	6,98
55,89	7,03
55,92	7,07
55,94	7,12
55,97	7,15
55,99	7,18
56,01	7,22
56,04	7,26
56,06	7,28
56,09	7,32
56,11	7,37
56,14	7,41
56,16	7,44
56,19	7,47
56,21	7,52
56,23	7,56
56,26	7,59
56,28	7,62
56,31	7,67
56,33	7,72
56,36	7,75
56,38	7,78
56,41	7,83
56,43	7,87
56,45	7,90
56,48	7,94
56,50	7,99
56,53	8,03
56,55	8,05
56,58	8,09
56,60	8,14
56,62	8,18
56,65	8,21
56,67	8,25
56,70	8,30
56,72	8,34
56,75	8,36
56,77	8,39
56,80	8,45
56,82	8,48
56,84	8,51
56,87	8,55
56,89	8,60
56,92	8,64
56,94	8,66
56,97	8,70
56,99	8,74
57,02	8,78
57,04	8,80
57,06	8,85
57,09	8,90
57,11	8,94
57,14	8,97
57,16	9,01
57,19	9,06
57,21	9,10
57,24	9,13
57,26	9,17
57,28	9,20
57,31	9,24
57,33	9,27
57,36	9,32
57,38	9,36
57,41	9,40
57,43	9,44
57,46	9,48
57,48	9,52
57,50	9,55
57,53	9,58
57,55	9,64
57,58	9,68
57,60	9,71
57,63	9,75
57,65	9,80
57,68	9,84
57,70	9,87
57,72	9,90
57,75	9,95
57,77	9,98
57,80	10,01
57,82	10,06
57,85	10,10
57,87	10,14
57,89	10,17
57,92	10,21
57,94	10,26
57,97	10,30
57,99	10,32
58,02	10,36
58,04	10,41
58,07	10,44
58,09	10,47
58,11	10,51
58,14	10,56
58,16	10,60
58,19	10,62
58,21	10,65
58,24	10,70
58,26	10,74
58,29	10,77
58,31	10,81
58,33	10,87
58,36	10,90
58,38	10,93
58,41	10,97
58,43	11,01
58,46	11,04
58,48	11,06
58,51	11,10
58,53	11,16
58,55	11,19
58,58	11,22
58,60	11,26
58,63	11,30
58,65	11,35
58,68	11,37
58,70	11,40
58,73	11,45
58,75	11,48
58,77	11,51
58,80	11,56
58,82	11,60
58,85	11,63
58,87	11,66
58,90	11,70
58,92	11,74
58,94	11,77
58,97	11,80
58,99	11,83
59,02	11,88
59,04	11,92
59,07	11,95
59,09	11,99
59,12	12,03
59,14	12,06
59,16	12,09
59,19	12,13
59,21	12,16
59,24	12,19
59,26	12,22
59,29	12,26
59,31	12,30
59,34	12,32
59,36	12,36
59,38	12,41
59,41	12,44
59,43	12,47
59,46	12,49
59,48	12,53
59,51	12,57
59,53	12,60
59,56	12,63
59,58	12,67
59,60	12,71
59,63	12,73
59,65	12,76
59,68	12,81
59,70	12,83
59,73	12,85
59,75	12,89
59,78	12,93
59,80	12,96
59,82	12,98
59,85	13,02
59,87	13,07
59,90	13,09
59,92	13,11
59,95	13,14
59,97	13,18
59,99	13,21
60,02	13,24
60,04	13,27
60,07	13,32
60,09	13,34
60,12	13,36
60,14	13,40
60,17	13,44
60,19	13,47
60,21	13,49
60,24	13,53
60,26	13,58
60,29	13,60
60,31	13,62
60,34	13,65
60,36	13,69
60,39	13,72
60,41	13,73
60,43	13,76
60,46	13,81
60,48	13,83
60,51	13,85
60,53	13,89
60,56	13,92
60,58	13,95
60,61	13,97
60,63	14,00
60,65	14,04
60,68	14,06
60,70	14,08
60,73	14,11
60,75	14,15
60,78	14,17
60,80	14,19
60,83	14,22
60,85	14,26
60,87	14,28
60,90	14,31
60,92	14,33
60,95	14,37
60,97	14,39
61,00	14,42
61,02	14,45
61,05	14,48
61,07	14,51
61,09	14,54
61,12	14,57
61,14	14,59
61,17	14,62
61,19	14,64
61,22	14,68
61,24	14,71
61,26	14,73
61,29	14,76
61,31	14,80
61,34	14,82
61,36	14,84
61,39	14,87
61,41	14,90
61,44	14,93
61,46	14,95
61,48	14,98
61,51	15,02
61,53	15,04
61,56	15,06
61,58	15,08
61,61	15,12
61,63	15,14
61,66	15,16
61,68	15,19
61,70	15,22
61,73	15,24
61,75	15,26
61,78	15,28
61,80	15,33
61,83	15,34
61,85	15,34
61,88	15,38
61,90	15,41
61,92	15,42
61,95	15,44
61,97	15,47
62,00	15,50
62,02	15,52
62,05	15,53
62,07	15,56
62,10	15,59
62,12	15,61
62,14	15,62
62,17	15,65
62,19	15,69
62,22	15,70
62,24	15,72
62,27	15,75
62,29	15,78
62,31	15,80
62,34	15,81
62,36	15,83
62,39	15,86
62,41	15,87
62,44	15,89
62,46	15,92
62,49	15,94
62,51	15,96
62,53	15,98
62,56	16,00
62,58	16,03
62,61	16,05
62,63	16,06
62,66	16,09
62,68	16,12
62,71	16,14
62,73	16,16
62,75	16,19
62,78	16,21
62,80	16,22
62,83	16,24
62,85	16,26
62,88	16,28
62,90	16,30
62,93	16,32
62,95	16,35
62,97	16,37
63,00	16,38
63,02	16,40
63,05	16,44
63,07	16,45
63,10	16,46
63,12	16,48
63,15	16,52
63,17	16,54
63,19	16,55
63,22	16,58
63,24	16,61
63,27	16,62
63,29	16,64
63,32	16,66
63,34	16,69
63,36	16,69
63,39	16,70
63,41	16,74
63,44	16,77
63,46	16,78
63,49	16,79
63,51	16,82
63,54	16,85
63,56	16,85
63,58	16,86
63,61	16,88
63,63	16,91
63,66	16,92
63,68	16,93
63,71	16,95
63,73	16,99
63,76	17,00
63,78	17,01
63,80	17,03
63,83	17,05
63,85	17,06
63,88	17,08
63,90	17,10
63,93	17,13
63,95	17,13
63,98	17,15
64,00	17,17
64,02	17,19
64,05	17,20
64,07	17,20
64,10	17,23
64,12	17,26
64,15	17,26
64,17	17,28
64,20	17,31
64,22	17,33
64,24	17,34
64,27	17,35
64,29	17,36
64,32	17,39
64,34	17,39
64,37	17,41
64,39	17,43
64,41	17,44
64,44	17,45
64,46	17,46
64,49	17,49
64,51	17,51
64,54	17,51
64,56	17,53
64,59	17,55
64,61	17,57
64,63	17,59
64,66	17,61
64,68	17,63
64,71	17,64
64,73	17,64
64,76	17,66
64,78	17,67
64,81	17,67
64,83	17,68
64,85	17,70
64,88	17,72
64,90	17,73
64,93	17,73
64,95	17,76
64,98	17,78
65,00	17,79
65,03	17,79
65,05	17,81
65,07	17,83
65,10	17,84
65,12	17,84
65,15	17,86
65,17	17,88
65,20	17,87
65,22	17,87
65,25	17,88
65,27	17,90
65,29	17,89
65,32	17,89
65,34	17,91
65,37	17,92
65,39	17,92
65,42	17,92
65,44	17,93
65,47	17,95
65,49	17,93
65,51	17,92
65,54	17,93
65,56	17,93
65,59	17,92
65,61	17,91
65,64	17,91
65,66	17,92
65,68	17,90
65,71	17,88
65,73	17,88
65,76	17,87
65,78	17,85
65,81	17,84
65,83	17,84
65,86	17,84
65,88	17,81
65,90	17,80
65,93	17,79
65,95	17,78
65,98	17,74
66,00	17,71
66,03	17,70
66,05	17,69
66,08	17,66
66,10	17,63
66,12	17,61
66,15	17,59
66,17	17,57
66,20	17,53
66,22	17,51
66,25	17,49
66,27	17,45
66,30	17,43
66,32	17,42
66,34	17,39
66,37	17,35
66,39	17,32
66,42	17,30
66,44	17,27
66,47	17,22
66,49	17,20
66,52	17,17
66,54	17,14
66,56	17,11
66,59	17,08
66,61	17,06
66,64	17,02
66,66	16,98
66,69	16,96
66,71	16,93
66,73	16,88
66,76	16,85
66,78	16,83
66,81	16,80
66,83	16,75
66,86	16,71
66,88	16,69
66,91	16,66
66,93	16,61
66,95	16,58
66,98	16,55
67,00	16,52
67,03	16,48
67,05	16,44
67,08	16,42
67,10	16,38
67,13	16,34
67,15	16,30
67,17	16,27
67,20	16,24
67,22	16,18
67,25	16,15
67,27	16,13
67,30	16,10
67,32	16,06
67,35	16,02
67,37	15,99
67,39	15,97
67,42	15,92
67,44	15,87
67,47	15,85
67,49	15,81
67,52	15,76
67,54	15,73
67,57	15,70
67,59	15,67
67,61	15,62
67,64	15,57
67,66	15,54
67,69	15,51
67,71	15,45
67,74	15,41
67,76	15,38
67,78	15,35
67,81	15,30
67,83	15,25
67,86	15,22
67,88	15,18
67,91	15,12
67,93	15,06
67,96	15,02
67,98	14,98
68,00	14,93
68,03	14,89
68,05	14,85
68,08	14,81
68,10	14,76
68,13	14,72
68,15	14,68
68,18	14,63
68,20	14,58
68,22	14,54
68,25	14,50
68,27	14,45
68,30	14,39
68,32	14,35
68,35	14,31
68,37	14,27
68,40	14,21
68,42	14,17
68,44	14,13
68,47	14,07
68,49	14,03
68,52	13,99
68,54	13,96
68,57	13,91
68,59	13,86
68,62	13,83
68,64	13,78
68,66	13,72
68,69	13,67
68,71	13,64
68,74	13,60
68,76	13,54
68,79	13,49
68,81	13,47
68,83	13,42
68,86	13,37
68,88	13,32
68,91	13,29
68,93	13,25
68,96	13,20
68,98	13,15
69,01	13,13
69,03	13,09
69,05	13,03
69,08	13,00
69,10	12,97
69,13	12,93
69,15	12,87
69,18	12,84
69,20	12,81
69,23	12,78
69,25	12,73
69,27	12,70
69,30	12,67
69,32	12,64
69,35	12,60
69,37	12,56
69,40	12,54
69,42	12,50
69,45	12,46
69,47	12,43
69,49	12,41
69,52	12,38
69,54	12,34
69,57	12,31
69,59	12,30
69,62	12,28
69,64	12,24
69,67	12,21
69,69	12,20
69,71	12,19
69,74	12,16
69,76	12,14
69,79	12,13
69,81	12,10
69,84	12,07
69,86	12,05
69,89	12,04
69,91	12,02
69,93	11,99
69,96	11,98
69,98	11,98
70,01	11,96
70,03	11,94
70,06	11,94
70,08	11,93
70,10	11,92
70,13	11,90
70,15	11,90
70,18	11,89
70,20	11,88
70,23	11,86
70,25	11,86
70,28	11,86
70,30	11,84
70,32	11,83
70,35	11,83
70,37	11,82
70,40	11,80
70,42	11,79
70,45	11,79
70,47	11,79
70,50	11,78
70,52	11,77
70,54	11,78
70,57	11,78
70,59	11,76
70,62	11,75
70,64	11,76
70,67	11,76
70,69	11,74
70,72	11,74
70,74	11,74
70,76	11,74
70,79	11,72
70,81	11,72
70,84	11,72
70,86	11,72
70,89	11,71
70,91	11,71
70,94	11,72
70,96	11,72
70,98	11,70
71,01	11,70
71,03	11,71
71,06	11,71
71,08	11,69
71,11	11,69
71,13	11,70
71,15	11,70
71,18	11,69
71,20	11,69
71,23	11,71
71,25	11,71
71,28	11,70
71,30	11,70
71,33	11,72
71,35	11,72
71,37	11,71
71,40	11,73
71,42	11,74
71,45	11,75
71,47	11,74
71,50	11,75
71,52	11,77
71,55	11,77
71,57	11,77
71,59	11,78
71,62	11,80
71,64	11,82
71,67	11,82
71,69	11,84
71,72	11,86
71,74	11,86
71,77	11,88
71,79	11,90
71,81	11,92
71,84	11,93
71,86	11,94
71,89	11,97
71,91	11,99
71,94	11,99
71,96	12,01
71,99	12,04
72,01	12,06
72,03	12,08
72,06	12,09
72,08	12,12
72,11	12,15
72,13	12,16
72,16	12,19
72,18	12,23
72,20	12,26
72,23	12,28
72,25	12,30
72,28	12,33
72,30	12,35
72,33	12,37
72,35	12,40
72,38	12,43
72,40	12,46
72,42	12,48
72,45	12,50
72,47	12,55
72,50	12,57
72,52	12,58
72,55	12,61
72,57	12,65
72,60	12,68
72,62	12,70
72,64	12,73
72,67	12,77
72,69	12,80
72,72	12,81
72,74	12,85
72,77	12,89
72,79	12,92
72,82	12,92
72,84	12,95
72,86	13,00
72,89	13,03
72,91	13,04
72,94	13,08
72,96	13,12
72,99	13,15
73,01	13,16
73,04	13,19
73,06	13,24
73,08	13,27
73,11	13,29
73,13	13,32
73,16	13,36
73,18	13,39
73,21	13,41
73,23	13,45
73,25	13,49
73,28	13,51
73,30	13,54
73,33	13,58
73,35	13,62
73,38	13,65
73,40	13,68
73,43	13,72
73,45	13,76
73,47	13,79
73,50	13,82
73,52	13,85
73,55	13,89
73,57	13,93
73,60	13,95
73,62	14,00
73,65	14,04
73,67	14,07
73,69	14,11
73,72	14,15
73,74	14,19
73,77	14,22
73,79	14,25
73,82	14,30
73,84	14,34
73,87	14,37
73,89	14,41
73,91	14,46
73,94	14,50
73,96	14,53
73,99	14,56
74,01	14,61
74,04	14,65
74,06	14,68
74,09	14,72
74,11	14,77
74,13	14,82
74,16	14,85
74,18	14,89
74,21	14,94
74,23	14,99
74,26	15,01
74,28	15,06
74,31	15,11
74,33	15,15
74,35	15,18
74,38	15,22
74,40	15,28
74,43	15,32
74,45	15,35
74,48	15,40
74,50	15,45
74,52	15,49
74,55	15,52
74,57	15,58
74,60	15,63
74,62	15,67
74,65	15,70
74,67	15,75
74,70	15,81
74,72	15,85
74,74	15,88
74,77	15,93
74,79	15,99
74,82	16,03
74,84	16,06
74,87	16,11
74,89	16,16
74,92	16,21
74,94	16,24
74,96	16,29
74,99	16,35
75,01	16,38
75,04	16,43
75,06	16,48
75,09	16,53
75,11	16,57
75,14	16,61
75,16	16,66
75,18	16,72
75,21	16,76
75,23	16,80
75,26	16,85
75,28	16,91
75,31	16,96
75,33	17,00
75,36	17,06
75,38	17,11
75,40	17,14
75,43	17,18
75,45	17,24
75,48	17,28
75,50	17,32
75,53	17,37
75,55	17,42
75,57	17,46
75,60	17,50
75,62	17,55
75,65	17,61
75,67	17,66
75,70	17,70
75,72	17,75
75,75	17,81
75,77	17,86
75,79	17,89
75,82	17,94
75,84	18,00
75,87	18,05
75,89	18,09
75,92	18,14
75,94	18,19
75,97	18,23
75,99	18,27
76,01	18,33
76,04	18,39
76,06	18,44
76,09	18,48
76,11	18,53
76,14	18,60
76,16	18,63
76,19	18,66
76,21	18,72
76,23	18,78
76,26	18,82
76,28	18,86
76,31	18,92
76,33	18,98
76,36	19,02
76,38	19,05
76,41	19,11
76,43	19,17
76,45	19,21
76,48	19,25
76,50	19,30
76,53	19,37
76,55	19,41
76,58	19,45
76,60	19,51
76,62	19,56
76,65	19,60
76,67	19,63
76,70	19,69
76,72	19,75
76,75	19,79
76,77	19,84
76,80	19,90
76,82	19,95
76,84	20,00
76,87	20,04
76,89	20,09
76,92	20,14
76,94	20,18
76,97	20,21
76,99	20,27
77,02	20,32
77,04	20,37
77,06	20,41
77,09	20,46
77,11	20,52
77,14	20,55
77,16	20,60
77,19	20,65
77,21	20,70
77,24	20,75
77,26	20,80
77,28	20,85
77,31	20,90
77,33	20,94
77,36	20,99
77,38	21,04
77,41	21,09
77,43	21,13
77,46	21,18
77,48	21,24
77,50	21,29
77,53	21,33
77,55	21,39
77,58	21,45
77,60	21,49
77,63	21,53
77,65	21,58
77,68	21,65
77,70	21,69
77,72	21,73
77,75	21,78
77,77	21,83
77,80	21,87
77,82	21,91
77,85	21,96
77,87	22,02
77,89	22,05
77,92	22,09
77,94	22,15
77,97	22,21
77,99	22,25
78,02	22,28
78,04	22,34
78,07	22,40
78,09	22,43
78,11	22,46
78,14	22,52
78,16	22,57
78,19	22,61
78,21	22,65
78,24	22,70
78,26	22,76
78,29	22,80
78,31	22,84
78,33	22,89
78,36	22,94
78,38	22,98
78,41	23,02
78,43	23,08
78,46	23,14
78,48	23,18
78,51	23,22
78,53	23,28
78,55	23,33
78,58	23,36
78,60	23,40
78,63	23,44
78,65	23,50
78,68	23,54
78,70	23,58
78,73	23,63
78,75	23,68
78,77	23,72
78,80	23,77
78,82	23,82
78,85	23,87
78,87	23,91
78,90	23,95
78,92	24,01
78,94	24,06
78,97	24,09
78,99	24,14
79,02	24,20
79,04	24,24
79,07	24,28
79,09	24,33
79,12	24,38
79,14	24,42
79,16	24,46
79,19	24,50
79,21	24,56
79,24	24,61
79,26	24,64
79,29	24,69
79,31	24,74
79,34	24,78
79,36	24,82
79,38	24,87
79,41	24,93
79,43	24,97
79,46	25,00
79,48	25,05
79,51	25,11
79,53	25,13
79,56	25,17
79,58	25,22
79,60	25,26
79,63	25,30
79,65	25,33
79,68	25,40
79,70	25,45
79,73	25,48
79,75	25,52
79,78	25,57
79,80	25,62
79,82	25,65
79,85	25,68
79,87	25,74
79,90	25,79
79,92	25,82
79,95	25,86
79,97	25,91
79,99	25,97
80,02	26,00
80,04	26,02
80,07	26,08
80,09	26,13
80,12	26,17
80,14	26,20
80,17	26,26
80,19	26,31
80,21	26,34
80,24	26,37
80,26	26,43
80,29	26,47
80,31	26,50
80,34	26,52
80,36	26,57
80,39	26,62
80,41	26,65
80,43	26,68
80,46	26,74
80,48	26,78
80,51	26,82
80,53	26,85
80,56	26,89
80,58	26,93
80,61	26,96
80,63	27,00
80,65	27,05
80,68	27,09
80,70	27,12
80,73	27,15
80,75	27,19
80,78	27,23
80,80	27,26
80,83	27,30
80,85	27,35
80,87	27,38
80,90	27,42
80,92	27,47
80,95	27,51
80,97	27,55
81,00	27,58
81,02	27,62
81,04	27,65
81,07	27,69
81,09	27,73
81,12	27,76
81,14	27,80
81,17	27,84
81,19	27,88
81,22	27,92
81,24	27,95
81,26	27,99
81,29	28,04
81,31	28,06
81,34	28,10
81,36	28,15
81,39	28,18
81,41	28,21
81,44	28,25
81,46	28,30
81,48	28,33
81,51	28,36
81,53	28,39
81,56	28,43
81,58	28,47
81,61	28,50
81,63	28,54
81,66	28,58
81,68	28,62
81,70	28,65
81,73	28,67
81,75	28,69
81,78	28,74
81,80	28,78
81,83	28,80
81,85	28,83
81,88	28,88
81,90	28,92
81,92	28,94
81,95	28,96
81,97	29,01
82,00	29,04
82,02	29,05
82,05	29,08
82,07	29,12
82,10	29,15
82,12	29,17
82,14	29,19
82,17	29,23
82,19	29,25
82,22	29,26
82,24	29,28
82,27	29,31
82,29	29,34
82,31	29,35
82,34	29,37
82,36	29,41
82,39	29,43
82,41	29,44
82,44	29,45
82,46	29,47
82,49	29,49
82,51	29,49
82,53	29,50
82,56	29,52
82,58	29,53
82,61	29,53
82,63	29,54
82,66	29,55
82,68	29,56
82,71	29,56
82,73	29,57
82,75	29,58
82,78	29,58
82,80	29,59
82,83	29,59
82,85	29,60
82,88	29,60
82,90	29,59
82,93	29,60
82,95	29,60
82,97	29,58
83,00	29,58
83,02	29,59
83,05	29,59
83,07	29,58
83,10	29,58
83,12	29,59
83,15	29,59
83,17	29,58
83,19	29,58
83,22	29,58
83,24	29,58
83,27	29,57
83,29	29,56
83,32	29,57
83,34	29,57
83,36	29,55
83,39	29,55
83,41	29,55
83,44	29,55
83,46	29,53
83,49	29,52
83,51	29,54
83,54	29,54
83,56	29,52
83,58	29,51
83,61	29,52
83,63	29,52
83,66	29,50
83,68	29,49
83,71	29,50
83,73	29,49
83,76	29,47
83,78	29,47
83,80	29,47
83,83	29,47
83,85	29,45
83,88	29,44
83,90	29,45
83,93	29,45
83,95	29,43
83,98	29,42
84,00	29,42
84,02	29,42
84,05	29,40
84,07	29,39
84,10	29,40
84,12	29,38
84,15	29,35
84,17	29,34
84,20	29,34
84,22	29,33
84,24	29,31
84,27	29,30
84,29	29,30
84,32	29,28
84,34	29,26
84,37	29,25
84,39	29,24
84,41	29,22
84,44	29,19
84,46	29,17
84,49	29,16
84,51	29,12
84,54	29,10
84,56	29,09
84,59	29,07
84,61	29,03
84,63	29,01
84,66	28,99
84,68	28,97
84,71	28,93
84,73	28,92
84,76	28,89
84,78	28,88
84,81	28,84
84,83	28,81
84,85	28,79
84,88	28,76
84,90	28,71
84,93	28,68
84,95	28,66
84,98	28,63
85,00	28,59
85,03	28,56
85,05	28,55
85,07	28,52
85,10	28,47
85,12	28,45
85,15	28,43
85,17	28,41
85,20	28,37
85,22	28,34
85,25	28,33
85,27	28,30
85,29	28,26
