Voltage U1	Corriente IA
7,00	1,11
7,03	1,11
7,05	1,11
7,08	1,11
7,10	1,11
7,13	1,12
7,15	1,13
7,17	1,13
7,20	1,14
7,22	1,15
7,25	1,14
7,27	1,14
7,30	1,15
7,32	1,15
7,35	1,15
7,37	1,15
7,39	1,16
7,42	1,17
7,44	1,16
7,47	1,17
7,49	1,18
7,52	1,18
7,54	1,18
7,57	1,18
7,59	1,19
7,61	1,20
7,64	1,19
7,66	1,20
7,69	1,22
7,71	1,22
7,74	1,21
7,76	1,22
7,78	1,23
7,81	1,22
7,83	1,22
7,86	1,24
7,88	1,25
7,91	1,24
7,93	1,24
7,96	1,25
7,98	1,27
8,00	1,26
8,03	1,25
8,05	1,27
8,08	1,28
8,10	1,27
8,13	1,27
8,15	1,28
8,18	1,30
8,20	1,29
8,22	1,28
8,25	1,30
8,27	1,31
8,30	1,30
8,32	1,30
8,35	1,32
8,37	1,33
8,40	1,33
8,42	1,33
8,44	1,35
8,47	1,35
8,49	1,35
8,52	1,35
8,54	1,35
8,57	1,36
8,59	1,35
8,62	1,36
8,64	1,37
8,66	1,37
8,69	1,38
8,71	1,38
8,74	1,38
8,76	1,39
8,79	1,39
8,81	1,39
8,84	1,40
8,86	1,41
8,88	1,41
8,91	1,41
8,93	1,42
8,96	1,42
8,98	1,41
9,01	1,42
9,03	1,42
9,05	1,42
9,08	1,42
9,10	1,43
9,13	1,44
9,15	1,44
9,18	1,43
9,20	1,45
9,23	1,45
9,25	1,45
9,27	1,45
9,30	1,46
9,32	1,47
9,35	1,47
9,37	1,46
9,40	1,48
9,42	1,48
9,45	1,48
9,47	1,48
9,49	1,48
9,52	1,49
9,54	1,49
9,57	1,49
9,59	1,51
9,62	1,52
9,64	1,52
9,67	1,51
9,69	1,52
9,71	1,53
9,74	1,52
9,76	1,52
9,79	1,54
9,81	1,55
9,84	1,54
9,86	1,54
9,89	1,56
9,91	1,57
9,93	1,56
9,96	1,56
9,98	1,57
10,01	1,58
10,03	1,58
10,06	1,58
10,08	1,59
10,10	1,60
10,13	1,60
10,15	1,60
10,18	1,61
10,20	1,62
10,23	1,61
10,25	1,61
10,28	1,62
10,30	1,64
10,32	1,63
10,35	1,64
10,37	1,65
10,40	1,65
10,42	1,65
10,45	1,65
10,47	1,65
10,50	1,66
10,52	1,65
10,54	1,65
10,57	1,67
10,59	1,67
10,62	1,67
10,64	1,67
10,67	1,67
10,69	1,67
10,72	1,67
10,74	1,67
10,76	1,68
10,79	1,69
10,81	1,69
10,84	1,70
10,86	1,71
10,89	1,71
10,91	1,70
10,94	1,71
10,96	1,71
10,98	1,71
11,01	1,71
11,03	1,72
11,06	1,73
11,08	1,73
11,11	1,73
11,13	1,75
11,15	1,75
11,18	1,74
11,20	1,74
11,23	1,75
11,25	1,76
11,28	1,75
11,30	1,76
11,33	1,77
11,35	1,78
11,37	1,78
11,40	1,78
11,42	1,79
11,45	1,79
11,47	1,77
11,50	1,77
11,52	1,79
11,55	1,80
11,57	1,79
11,59	1,80
11,62	1,81
11,64	1,81
11,67	1,80
11,69	1,80
11,72	1,81
11,74	1,82
11,77	1,81
11,79	1,81
11,81	1,82
11,84	1,84
11,86	1,83
11,89	1,83
11,91	1,84
11,94	1,85
11,96	1,84
11,99	1,84
12,01	1,85
12,03	1,86
12,06	1,85
12,08	1,85
12,11	1,87
12,13	1,87
12,16	1,87
12,18	1,87
12,21	1,88
12,23	1,89
12,25	1,88
12,28	1,88
12,30	1,89
12,33	1,89
12,35	1,90
12,38	1,90
12,40	1,90
12,42	1,90
12,45	1,90
12,47	1,90
12,50	1,92
12,52	1,92
12,55	1,92
12,57	1,92
12,60	1,93
12,62	1,93
12,64	1,92
12,67	1,93
12,69	1,95
12,72	1,95
12,74	1,95
12,77	1,96
12,79	1,97
12,82	1,97
12,84	1,96
12,86	1,97
12,89	1,97
12,91	1,96
12,94	1,97
12,96	1,98
12,99	1,99
13,01	1,98
13,04	1,98
13,06	2,00
13,08	2,00
13,11	1,99
13,13	2,00
13,16	2,01
13,18	2,02
13,21	2,01
13,23	2,01
13,26	2,02
13,28	2,03
13,30	2,02
13,33	2,02
13,35	2,03
13,38	2,04
13,40	2,02
13,43	2,02
13,45	2,04
13,47	2,05
13,50	2,04
13,52	2,05
13,55	2,06
13,57	2,07
13,60	2,06
13,62	2,05
13,65	2,07
13,67	2,07
13,69	2,07
13,72	2,07
13,74	2,08
13,77	2,09
13,79	2,08
13,82	2,08
13,84	2,09
13,87	2,10
13,89	2,09
13,91	2,10
13,94	2,11
13,96	2,12
13,99	2,12
14,01	2,12
14,04	2,14
14,06	2,14
14,09	2,13
14,11	2,13
14,13	2,15
14,16	2,15
14,18	2,15
14,21	2,15
14,23	2,17
14,26	2,16
14,28	2,17
14,31	2,18
14,33	2,18
14,35	2,18
14,38	2,17
14,40	2,18
14,43	2,19
14,45	2,19
14,48	2,19
14,50	2,20
14,52	2,20
14,55	2,20
14,57	2,19
14,60	2,20
14,62	2,20
14,65	2,20
14,67	2,20
14,70	2,21
14,72	2,22
14,74	2,21
14,77	2,21
14,79	2,22
14,82	2,22
14,84	2,20
14,87	2,21
14,89	2,21
14,92	2,22
14,94	2,21
14,96	2,22
14,99	2,23
15,01	2,23
15,04	2,22
15,06	2,22
15,09	2,23
15,11	2,23
15,14	2,22
15,16	2,22
15,18	2,23
15,21	2,24
15,23	2,23
15,26	2,23
15,28	2,23
15,31	2,24
15,33	2,21
15,36	2,21
15,38	2,23
15,40	2,22
15,43	2,21
15,45	2,21
15,48	2,22
15,50	2,22
15,53	2,21
15,55	2,20
15,57	2,21
15,60	2,20
15,62	2,19
15,65	2,19
15,67	2,19
15,70	2,19
15,72	2,18
15,75	2,18
15,77	2,19
15,79	2,18
15,82	2,17
15,84	2,17
15,87	2,17
15,89	2,17
15,92	2,16
15,94	2,16
15,97	2,16
15,99	2,16
16,01	2,15
16,04	2,14
16,06	2,13
16,09	2,13
16,11	2,12
16,14	2,12
16,16	2,12
16,19	2,11
16,21	2,11
16,23	2,11
16,26	2,10
16,28	2,09
16,31	2,07
16,33	2,07
16,36	2,07
16,38	2,05
16,41	2,05
16,43	2,05
16,45	2,03
16,48	2,02
16,50	2,01
16,53	2,01
16,55	1,99
16,58	1,98
16,60	1,97
16,63	1,97
16,65	1,96
16,67	1,94
16,70	1,93
16,72	1,94
16,75	1,92
16,77	1,90
16,80	1,89
16,82	1,89
16,84	1,88
16,87	1,86
16,89	1,85
16,92	1,86
16,94	1,84
16,97	1,82
16,99	1,81
17,02	1,82
17,04	1,80
17,06	1,79
17,09	1,78
17,11	1,79
17,14	1,77
17,16	1,75
17,19	1,74
17,21	1,74
17,24	1,73
17,26	1,70
17,28	1,69
17,31	1,70
17,33	1,69
17,36	1,67
17,38	1,66
17,41	1,66
17,43	1,65
17,46	1,62
17,48	1,61
17,50	1,61
17,53	1,60
17,55	1,58
17,58	1,58
17,60	1,57
17,63	1,56
17,65	1,54
17,68	1,53
17,70	1,52
17,72	1,51
17,75	1,49
17,77	1,48
17,80	1,47
17,82	1,47
17,85	1,45
17,87	1,45
17,89	1,44
17,92	1,42
17,94	1,41
17,97	1,40
17,99	1,38
18,02	1,37
18,04	1,35
18,07	1,35
18,09	1,34
18,11	1,32
18,14	1,31
18,16	1,31
18,19	1,29
18,21	1,27
18,24	1,26
18,26	1,26
18,29	1,25
18,31	1,23
18,33	1,23
18,36	1,23
18,38	1,22
18,41	1,20
18,43	1,19
18,46	1,19
18,48	1,17
18,51	1,15
18,53	1,15
18,55	1,15
18,58	1,14
18,60	1,12
18,63	1,12
18,65	1,12
18,68	1,11
18,70	1,09
18,73	1,08
18,75	1,08
18,77	1,07
18,80	1,06
18,82	1,06
18,85	1,07
18,87	1,06
18,90	1,03
18,92	1,03
18,94	1,03
18,97	1,02
18,99	1,00
19,02	1,00
19,04	1,02
19,07	1,00
19,09	0,99
19,12	0,99
19,14	1,00
19,16	0,99
19,19	0,97
19,21	0,97
19,24	0,98
19,26	0,97
19,29	0,97
19,31	0,97
19,34	0,98
19,36	0,98
19,38	0,97
19,41	0,97
19,43	0,98
19,46	0,98
19,48	0,97
19,51	0,98
19,53	0,99
19,56	0,99
19,58	0,99
19,60	1,00
19,63	1,01
19,65	1,01
19,68	1,01
19,70	1,02
19,73	1,02
19,75	1,03
19,78	1,04
19,80	1,05
19,82	1,06
19,85	1,06
19,87	1,07
19,90	1,09
19,92	1,09
19,95	1,09
19,97	1,10
19,99	1,12
20,02	1,13
20,04	1,14
20,07	1,15
20,09	1,17
20,12	1,17
20,14	1,18
20,17	1,19
20,19	1,21
20,21	1,22
20,24	1,23
20,26	1,25
20,29	1,27
20,31	1,28
20,34	1,28
20,36	1,30
20,39	1,32
20,41	1,32
20,43	1,33
20,46	1,35
20,48	1,37
20,51	1,38
20,53	1,39
20,56	1,40
20,58	1,43
20,61	1,44
20,63	1,43
20,65	1,46
20,68	1,47
20,70	1,48
20,73	1,49
20,75	1,51
20,78	1,54
20,80	1,54
20,83	1,55
20,85	1,57
20,87	1,59
20,90	1,60
20,92	1,60
20,95	1,63
20,97	1,65
21,00	1,66
21,02	1,67
21,05	1,69
21,07	1,71
21,09	1,72
21,12	1,73
21,14	1,75
21,17	1,77
21,19	1,78
21,22	1,80
21,24	1,82
21,26	1,84
21,29	1,85
21,31	1,87
21,34	1,89
21,36	1,91
21,39	1,92
21,41	1,93
21,44	1,96
21,46	1,97
21,48	1,99
21,51	2,00
21,53	2,03
21,56	2,04
21,58	2,05
21,61	2,07
21,63	2,08
21,66	2,10
21,68	2,11
21,70	2,13
21,73	2,15
21,75	2,17
21,78	2,17
21,80	2,19
21,83	2,21
21,85	2,22
21,88	2,23
21,90	2,25
21,92	2,27
21,95	2,29
21,97	2,30
22,00	2,32
22,02	2,34
22,05	2,35
22,07	2,36
22,10	2,39
22,12	2,41
22,14	2,41
22,17	2,43
22,19	2,46
22,22	2,48
22,24	2,49
22,27	2,50
22,29	2,53
22,31	2,55
22,34	2,55
22,36	2,55
22,39	2,58
22,41	2,60
22,44	2,61
22,46	2,62
22,49	2,65
22,51	2,68
22,53	2,68
22,56	2,69
22,58	2,72
22,61	2,73
22,63	2,74
22,66	2,75
22,68	2,78
22,71	2,80
22,73	2,81
22,75	2,82
22,78	2,84
22,80	2,86
22,83	2,87
22,85	2,87
22,88	2,89
22,90	2,91
22,93	2,92
22,95	2,93
22,97	2,95
23,00	2,97
23,02	2,99
23,05	3,00
23,07	3,01
23,10	3,03
23,12	3,04
23,15	3,05
23,17	3,07
23,19	3,08
23,22	3,10
23,24	3,11
23,27	3,13
23,29	3,15
23,32	3,15
23,34	3,16
23,36	3,18
23,39	3,20
23,41	3,21
23,44	3,22
23,46	3,24
23,49	3,25
23,51	3,26
23,54	3,28
23,56	3,29
23,58	3,30
23,61	3,31
23,63	3,32
23,66	3,34
23,68	3,35
23,71	3,36
23,73	3,38
23,76	3,40
23,78	3,40
23,80	3,41
23,83	3,43
23,85	3,45
23,88	3,45
23,90	3,46
23,93	3,47
23,95	3,49
23,98	3,49
24,00	3,50
24,02	3,52
24,05	3,54
24,07	3,53
24,10	3,54
24,12	3,57
24,15	3,58
24,17	3,59
24,20	3,60
24,22	3,62
24,24	3,64
24,27	3,64
24,29	3,64
24,32	3,67
24,34	3,68
24,37	3,68
24,39	3,69
24,42	3,71
24,44	3,74
24,46	3,74
24,49	3,74
24,51	3,76
24,54	3,78
24,56	3,78
24,59	3,79
24,61	3,81
24,63	3,83
24,66	3,84
24,68	3,84
24,71	3,86
24,73	3,87
24,76	3,88
24,78	3,88
24,81	3,89
24,83	3,91
24,85	3,91
24,88	3,92
24,90	3,94
24,93	3,95
24,95	3,96
24,98	3,97
25,00	3,98
25,03	3,99
25,05	3,99
25,07	4,00
25,10	4,02
25,12	4,03
25,15	4,03
25,17	4,04
25,20	4,06
25,22	4,07
25,25	4,07
25,27	4,08
25,29	4,09
25,32	4,10
25,34	4,11
25,37	4,12
25,39	4,14
25,42	4,15
25,44	4,15
25,47	4,17
25,49	4,18
25,51	4,18
25,54	4,19
25,56	4,21
25,59	4,22
25,61	4,22
25,64	4,22
25,66	4,25
25,68	4,26
25,71	4,26
25,73	4,27
25,76	4,28
25,78	4,29
25,81	4,29
25,83	4,30
25,86	4,33
25,88	4,34
25,90	4,33
25,93	4,34
25,95	4,35
25,98	4,36
26,00	4,36
26,03	4,36
26,05	4,38
26,08	4,39
26,10	4,39
26,12	4,40
26,15	4,41
26,17	4,43
26,20	4,42
26,22	4,42
26,25	4,44
26,27	4,45
26,30	4,45
26,32	4,46
26,34	4,47
26,37	4,48
26,39	4,48
26,42	4,48
26,44	4,50
26,47	4,51
26,49	4,51
26,52	4,51
26,54	4,53
26,56	4,54
26,59	4,54
26,61	4,55
26,64	4,56
26,66	4,57
26,69	4,58
26,71	4,58
26,73	4,59
26,76	4,59
26,78	4,59
26,81	4,61
26,83	4,61
26,86	4,63
26,88	4,64
26,91	4,64
26,93	4,64
26,95	4,65
26,98	4,65
27,00	4,66
27,03	4,66
27,05	4,68
27,08	4,69
27,10	4,69
27,13	4,70
27,15	4,71
27,17	4,72
27,20	4,72
27,22	4,72
27,25	4,75
27,27	4,75
27,30	4,74
27,32	4,75
27,35	4,77
27,37	4,77
27,39	4,78
27,42	4,77
27,44	4,79
27,47	4,78
27,49	4,79
27,52	4,79
27,54	4,79
27,57	4,81
27,59	4,82
27,61	4,81
27,64	4,82
27,66	4,83
27,69	4,84
27,71	4,83
27,74	4,84
27,76	4,86
27,78	4,86
27,81	4,86
27,83	4,86
27,86	4,87
27,88	4,88
27,91	4,87
27,93	4,86
27,96	4,88
27,98	4,89
28,00	4,88
28,03	4,89
28,05	4,90
28,08	4,91
28,10	4,91
28,13	4,91
28,15	4,93
28,18	4,93
28,20	4,92
28,22	4,93
28,25	4,94
28,27	4,95
28,30	4,94
28,32	4,95
28,35	4,96
28,37	4,96
28,40	4,96
28,42	4,96
28,44	4,97
28,47	4,98
28,49	4,98
28,52	4,99
28,54	5,00
28,57	5,00
28,59	5,00
28,62	5,01
28,64	5,01
28,66	5,02
28,69	5,02
28,71	5,03
28,74	5,04
28,76	5,04
28,79	5,04
28,81	5,05
28,84	5,05
28,86	5,06
28,88	5,06
28,91	5,07
28,93	5,07
28,96	5,07
28,98	5,09
29,01	5,10
29,03	5,11
29,05	5,11
29,08	5,11
29,10	5,12
29,13	5,12
29,15	5,11
29,18	5,11
29,20	5,12
29,23	5,13
29,25	5,13
29,27	5,13
29,30	5,15
29,32	5,15
29,35	5,14
29,37	5,15
29,40	5,16
29,42	5,16
29,45	5,16
29,47	5,16
29,49	5,18
29,52	5,19
29,54	5,18
29,57	5,18
29,59	5,19
29,62	5,20
29,64	5,19
29,67	5,19
29,69	5,21
29,71	5,21
29,74	5,20
29,76	5,21
29,79	5,22
29,81	5,23
29,84	5,22
29,86	5,22
29,89	5,23
29,91	5,23
29,93	5,23
29,96	5,23
29,98	5,25
30,01	5,25
30,03	5,24
30,06	5,25
30,08	5,26
30,10	5,26
30,13	5,26
30,15	5,27
30,18	5,28
30,20	5,29
30,23	5,28
30,25	5,30
30,28	5,30
30,30	5,30
30,32	5,30
30,35	5,30
30,37	5,31
30,40	5,31
30,42	5,31
30,45	5,32
30,47	5,33
30,50	5,32
30,52	5,33
30,54	5,34
30,57	5,34
30,59	5,34
30,62	5,34
30,64	5,35
30,67	5,35
30,69	5,35
30,72	5,35
30,74	5,36
30,76	5,36
30,79	5,36
30,81	5,36
30,84	5,37
30,86	5,36
30,89	5,36
30,91	5,37
30,94	5,38
30,96	5,38
30,98	5,38
31,01	5,38
31,03	5,39
31,06	5,39
31,08	5,38
31,11	5,39
31,13	5,40
31,15	5,41
31,18	5,40
31,20	5,40
31,23	5,42
31,25	5,42
31,28	5,41
31,30	5,41
31,33	5,42
31,35	5,42
31,37	5,41
31,40	5,42
31,42	5,44
31,45	5,44
31,47	5,43
31,50	5,43
31,52	5,44
31,55	5,43
31,57	5,42
31,59	5,42
31,62	5,44
31,64	5,42
31,67	5,42
31,69	5,42
31,72	5,43
31,74	5,43
31,77	5,42
31,79	5,41
31,81	5,41
31,84	5,40
31,86	5,39
31,89	5,39
31,91	5,39
31,94	5,38
31,96	5,37
31,99	5,37
32,01	5,37
32,03	5,35
32,06	5,34
32,08	5,33
32,11	5,32
32,13	5,31
32,16	5,30
32,18	5,30
32,20	5,29
32,23	5,27
32,25	5,26
32,28	5,24
32,30	5,22
32,33	5,20
32,35	5,18
32,38	5,17
32,40	5,15
32,42	5,13
32,45	5,12
32,47	5,11
32,50	5,08
32,52	5,06
32,55	5,04
32,57	5,02
32,60	5,00
32,62	4,97
32,64	4,96
32,67	4,95
32,69	4,92
32,72	4,89
32,74	4,87
32,77	4,85
32,79	4,81
32,82	4,78
32,84	4,76
32,86	4,75
32,89	4,72
32,91	4,68
32,94	4,65
32,96	4,64
32,99	4,61
33,01	4,56
33,04	4,54
33,06	4,52
33,08	4,49
33,11	4,45
33,13	4,42
33,16	4,40
33,18	4,37
33,21	4,32
33,23	4,30
33,26	4,28
33,28	4,24
33,30	4,19
33,33	4,17
33,35	4,16
33,38	4,12
33,40	4,08
33,43	4,06
33,45	4,03
33,47	3,99
33,50	3,95
33,52	3,92
33,55	3,90
33,57	3,86
33,60	3,82
33,62	3,80
33,65	3,78
33,67	3,75
33,69	3,71
33,72	3,68
33,74	3,65
33,77	3,61
33,79	3,58
33,82	3,56
33,84	3,53
33,87	3,50
33,89	3,46
33,91	3,43
33,94	3,40
33,96	3,37
33,99	3,33
34,01	3,30
34,04	3,27
34,06	3,24
34,09	3,21
34,11	3,19
34,13	3,16
34,16	3,13
34,18	3,10
34,21	3,07
34,23	3,03
34,26	2,99
34,28	2,96
34,31	2,94
34,33	2,91
34,35	2,87
34,38	2,85
34,40	2,83
34,43	2,79
34,45	2,76
34,48	2,73
34,50	2,71
34,52	2,68
34,55	2,65
34,57	2,63
34,60	2,61
34,62	2,57
34,65	2,54
34,67	2,52
34,70	2,50
34,72	2,46
34,74	2,43
34,77	2,42
34,79	2,40
34,82	2,37
34,84	2,34
34,87	2,32
34,89	2,31
34,92	2,28
34,94	2,24
34,96	2,23
34,99	2,21
35,01	2,18
35,04	2,15
35,06	2,14
35,09	2,12
35,11	2,10
35,14	2,07
35,16	2,05
35,18	2,03
35,21	2,01
35,23	1,98
35,26	1,97
35,28	1,97
35,31	1,94
35,33	1,92
35,36	1,90
35,38	1,89
35,40	1,86
35,43	1,83
35,45	1,81
35,48	1,80
35,50	1,78
35,53	1,76
35,55	1,75
35,57	1,74
35,60	1,72
35,62	1,70
35,65	1,69
35,67	1,68
35,70	1,66
35,72	1,65
35,75	1,65
35,77	1,64
35,79	1,62
35,82	1,61
35,84	1,60
35,87	1,60
35,89	1,58
35,92	1,57
35,94	1,56
35,97	1,56
35,99	1,55
36,01	1,55
36,04	1,56
36,06	1,56
36,09	1,54
36,11	1,55
36,14	1,56
36,16	1,55
36,19	1,55
36,21	1,56
36,23	1,57
36,26	1,57
36,28	1,56
36,31	1,58
36,33	1,59
36,36	1,59
36,38	1,59
36,41	1,61
36,43	1,62
36,45	1,63
36,48	1,63
36,50	1,66
36,53	1,68
36,55	1,69
36,58	1,70
36,60	1,72
36,62	1,74
36,65	1,74
36,67	1,74
36,70	1,77
36,72	1,80
36,75	1,80
36,77	1,82
36,80	1,84
36,82	1,87
36,84	1,88
36,87	1,89
36,89	1,93
36,92	1,95
36,94	1,96
36,97	1,98
36,99	2,02
37,02	2,04
37,04	2,06
37,06	2,07
37,09	2,11
37,11	2,13
37,14	2,15
37,16	2,16
37,19	2,19
37,21	2,23
37,24	2,25
37,26	2,27
37,28	2,30
37,31	2,33
37,33	2,36
37,36	2,37
37,38	2,40
37,41	2,43
37,43	2,45
37,46	2,48
37,48	2,51
37,50	2,54
37,53	2,57
37,55	2,59
37,58	2,62
37,60	2,65
37,63	2,67
37,65	2,69
37,68	2,73
37,70	2,76
37,72	2,79
37,75	2,82
37,77	2,85
37,80	2,88
37,82	2,90
37,85	2,93
37,87	2,96
37,89	2,98
37,92	3,01
37,94	3,04
37,97	3,08
37,99	3,11
38,02	3,13
38,04	3,17
38,07	3,21
38,09	3,22
38,11	3,25
38,14	3,28
38,16	3,32
38,19	3,34
38,21	3,37
38,24	3,41
38,26	3,44
38,29	3,46
38,31	3,49
38,33	3,53
38,36	3,57
38,38	3,58
38,41	3,61
38,43	3,66
38,46	3,69
38,48	3,72
38,51	3,75
38,53	3,79
38,55	3,82
38,58	3,84
38,60	3,86
38,63	3,90
38,65	3,94
38,68	3,97
38,70	3,99
38,73	4,04
38,75	4,08
38,77	4,10
38,80	4,12
38,82	4,16
38,85	4,19
38,87	4,22
38,90	4,25
38,92	4,29
38,94	4,33
38,97	4,35
38,99	4,38
39,02	4,42
39,04	4,45
39,07	4,48
39,09	4,50
39,12	4,54
39,14	4,58
39,16	4,60
39,19	4,63
39,21	4,67
39,24	4,70
39,26	4,73
39,29	4,76
39,31	4,79
39,34	4,82
39,36	4,84
39,38	4,87
39,41	4,91
39,43	4,94
39,46	4,97
39,48	5,00
39,51	5,04
39,53	5,06
39,56	5,08
39,58	5,12
39,60	5,14
39,63	5,17
39,65	5,20
39,68	5,23
39,70	5,27
39,73	5,29
39,75	5,31
39,78	5,35
39,80	5,38
39,82	5,39
39,85	5,42
39,87	5,45
39,90	5,48
39,92	5,50
39,95	5,53
39,97	5,57
39,99	5,59
40,02	5,61
40,04	5,63
40,07	5,66
40,09	5,69
40,12	5,71
40,14	5,74
40,17	5,78
40,19	5,81
40,21	5,82
40,24	5,84
40,26	5,88
40,29	5,90
40,31	5,91
40,34	5,94
40,36	5,98
40,39	6,00
40,41	6,02
40,43	6,04
40,46	6,07
40,48	6,11
40,51	6,13
40,53	6,14
40,56	6,18
40,58	6,20
40,61	6,22
40,63	6,24
40,65	6,28
40,68	6,31
40,70	6,32
40,73	6,34
40,75	6,38
40,78	6,40
40,80	6,41
40,83	6,44
40,85	6,47
40,87	6,50
40,90	6,52
40,92	6,54
40,95	6,57
40,97	6,59
41,00	6,61
41,02	6,63
41,05	6,65
41,07	6,67
41,09	6,69
41,12	6,71
41,14	6,74
41,17	6,76
41,19	6,78
41,22	6,81
41,24	6,84
41,26	6,85
41,29	6,87
41,31	6,89
41,34	6,92
41,36	6,94
41,39	6,96
41,41	6,98
41,44	7,01
41,46	7,03
41,48	7,04
41,51	7,07
41,53	7,09
41,56	7,11
41,58	7,13
41,61	7,16
41,63	7,19
41,66	7,21
41,68	7,22
41,70	7,26
41,73	7,28
41,75	7,28
41,78	7,30
41,80	7,33
41,83	7,35
41,85	7,36
41,88	7,38
41,90	7,41
41,92	7,43
41,95	7,44
41,97	7,46
42,00	7,49
42,02	7,51
42,05	7,52
42,07	7,54
42,10	7,58
42,12	7,60
42,14	7,61
42,17	7,63
42,19	7,65
42,22	7,67
42,24	7,68
42,27	7,69
42,29	7,72
42,31	7,74
42,34	7,75
42,36	7,77
42,39	7,80
42,41	7,83
42,44	7,83
42,46	7,84
42,49	7,88
42,51	7,89
42,53	7,90
42,56	7,92
42,58	7,95
42,61	7,97
